Height	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
117.3	-0.3833	21.6507	0.09719	16.293	17.43	18.144	18.539	19.17	19.613	20.293	21.651	23.137	23.993	24.598	25.534	26.168	27.427	29.788
117.4	-0.3833	21.6938	0.09723	16.324	17.463	18.179	18.575	19.208	19.651	20.333	21.694	23.184	24.042	24.648	25.587	26.223	27.485	29.852
117.5	-0.3833	21.737	0.09727	16.355	17.497	18.214	18.611	19.245	19.69	20.373	21.737	23.23	24.091	24.699	25.639	26.277	27.542	29.915
117.6	-0.3833	21.7802	0.09731	16.385	17.53	18.249	18.647	19.282	19.728	20.413	21.78	23.277	24.14	24.749	25.692	26.331	27.6	29.979
117.7	-0.3833	21.8233	0.09735	16.416	17.563	18.284	18.682	19.319	19.766	20.453	21.823	23.324	24.189	24.799	25.745	26.386	27.657	30.043
117.8	-0.3833	21.8665	0.09739	16.447	17.596	18.319	18.718	19.357	19.805	20.493	21.867	23.371	24.237	24.85	25.797	26.44	27.715	30.106
117.9	-0.3833	21.9097	0.09743	16.477	17.63	18.354	18.754	19.394	19.843	20.533	21.91	23.418	24.286	24.9	25.85	26.494	27.772	30.17
118	-0.3833	21.9529	0.09747	16.508	17.663	18.389	18.79	19.431	19.881	20.573	21.953	23.464	24.335	24.951	25.903	26.549	27.83	30.234
118.1	-0.3833	21.9961	0.09751	16.539	17.696	18.424	18.826	19.469	19.92	20.613	21.996	23.511	24.384	25.001	25.956	26.603	27.888	30.297
118.2	-0.3833	22.0393	0.09755	16.569	17.729	18.458	18.861	19.506	19.958	20.653	22.039	23.558	24.433	25.052	26.009	26.657	27.945	30.361
118.3	-0.3833	22.0825	0.09759	16.6	17.763	18.493	18.897	19.543	19.996	20.693	22.083	23.605	24.482	25.102	26.061	26.712	28.003	30.425
118.4	-0.3833	22.1258	0.09763	16.631	17.796	18.528	18.933	19.58	20.035	20.733	22.126	23.652	24.531	25.153	26.114	26.766	28.061	30.489
118.5	-0.3833	22.169	0.09767	16.661	17.829	18.563	18.969	19.618	20.073	20.773	22.169	23.699	24.58	25.203	26.167	26.821	28.118	30.553
118.6	-0.3833	22.2122	0.09771	16.692	17.862	18.598	19.005	19.655	20.111	20.813	22.212	23.745	24.629	25.254	26.22	26.875	28.176	30.616
118.7	-0.3833	22.2554	0.09775	16.723	17.896	18.633	19.04	19.692	20.15	20.852	22.255	23.792	24.678	25.304	26.273	26.93	28.234	30.68
118.8	-0.3833	22.2986	0.0978	16.753	17.928	18.667	19.076	19.729	20.188	20.892	22.299	23.839	24.727	25.355	26.326	26.985	28.292	30.745
118.9	-0.3833	22.3419	0.09784	16.783	17.962	18.702	19.112	19.767	20.226	20.932	22.342	23.886	24.776	25.405	26.379	27.039	28.35	30.809
119	-0.3833	22.3851	0.09788	16.814	17.995	18.737	19.147	19.804	20.265	20.972	22.385	23.933	24.825	25.456	26.432	27.094	28.408	30.873
119.1	-0.3833	22.4283	0.09792	16.845	18.028	18.772	19.183	19.841	20.303	21.012	22.428	23.98	24.874	25.506	26.485	27.148	28.465	30.937
119.2	-0.3833	22.4715	0.09796	16.875	18.061	18.807	19.219	19.878	20.341	21.052	22.472	24.027	24.923	25.557	26.538	27.203	28.523	31.001
119.3	-0.3833	22.5148	0.098	16.906	18.094	18.842	19.255	19.916	20.38	21.092	22.515	24.074	24.972	25.608	26.591	27.257	28.581	31.065
119.4	-0.3833	22.558	0.09804	16.936	18.128	18.877	19.291	19.953	20.418	21.132	22.558	24.121	25.021	25.658	26.644	27.312	28.639	31.129
119.5	-0.3833	22.6012	0.09808	16.967	18.161	18.911	19.326	19.99	20.456	21.172	22.601	24.168	25.07	25.709	26.697	27.366	28.696	31.193
119.6	-0.3833	22.6444	0.09812	16.997	18.194	18.946	19.362	20.027	20.494	21.212	22.644	24.214	25.119	25.759	26.749	27.421	28.754	31.257
119.7	-0.3833	22.6877	0.09816	17.028	18.227	18.981	19.398	20.065	20.533	21.252	22.688	24.261	25.169	25.81	26.802	27.476	28.812	31.321
119.8	-0.3833	22.7309	0.0982	17.059	18.26	19.016	19.434	20.102	20.571	21.292	22.731	24.308	25.218	25.86	26.855	27.53	28.87	31.385
119.9	-0.3833	22.7741	0.09824	17.089	18.293	19.051	19.469	20.139	20.609	21.332	22.774	24.355	25.267	25.911	26.908	27.585	28.928	31.449
120	-0.3833	22.8173	0.09828	17.12	18.327	19.086	19.505	20.176	20.648	21.372	22.817	24.402	25.316	25.961	26.961	27.639	28.986	31.513
