Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
1444	1	49.3005	0.02879	44.914	45.999	46.631	46.966	47.482	47.829	48.343	49.301	50.258	50.772	51.119	51.635	51.97	52.602	53.687
1445	1	49.3023	0.02879	44.916	46	46.633	46.968	47.483	47.831	48.345	49.302	50.26	50.773	51.121	51.637	51.972	52.604	53.689
1446	1	49.3042	0.02879	44.918	46.002	46.634	46.969	47.485	47.833	48.347	49.304	50.262	50.775	51.123	51.639	51.974	52.606	53.691
1447	1	49.3061	0.02879	44.919	46.004	46.636	46.971	47.487	47.835	48.349	49.306	50.264	50.777	51.125	51.641	51.976	52.608	53.693
1448	1	49.308	0.02879	44.921	46.006	46.638	46.973	47.489	47.837	48.351	49.308	50.265	50.779	51.127	51.643	51.978	52.61	53.695
1449	1	49.3098	0.02879	44.923	46.007	46.64	46.975	47.49	47.838	48.352	49.31	50.267	50.781	51.129	51.645	51.98	52.612	53.697
1450	1	49.3117	0.02879	44.925	46.009	46.642	46.977	47.492	47.84	48.354	49.312	50.269	50.783	51.131	51.647	51.982	52.614	53.699
1451	1	49.3136	0.02879	44.926	46.011	46.643	46.978	47.494	47.842	48.356	49.314	50.271	50.785	51.133	51.649	51.984	52.616	53.701
1452	1	49.3154	0.02879	44.928	46.012	46.645	46.98	47.496	47.844	48.358	49.315	50.273	50.787	51.135	51.651	51.986	52.618	53.703
1453	1	49.3173	0.02878	44.931	46.015	46.648	46.983	47.498	47.846	48.36	49.317	50.275	50.788	51.136	51.652	51.987	52.619	53.703
1454	1	49.3191	0.02878	44.933	46.017	46.649	46.984	47.5	47.848	48.362	49.319	50.276	50.79	51.138	51.654	51.989	52.621	53.705
1455	1	49.321	0.02878	44.935	46.019	46.651	46.986	47.502	47.85	48.364	49.321	50.278	50.792	51.14	51.656	51.991	52.623	53.707
1456	1	49.3229	0.02878	44.936	46.021	46.653	46.988	47.504	47.852	48.365	49.323	50.28	50.794	51.142	51.658	51.993	52.625	53.71
1457	1	49.3247	0.02878	44.938	46.022	46.655	46.99	47.505	47.853	48.367	49.325	50.282	50.796	51.144	51.66	51.995	52.627	53.711
1458	1	49.3266	0.02878	44.94	46.024	46.657	46.992	47.507	47.855	48.369	49.327	50.284	50.798	51.146	51.662	51.997	52.629	53.714
1459	1	49.3284	0.02878	44.941	46.026	46.658	46.993	47.509	47.857	48.371	49.328	50.286	50.8	51.148	51.664	51.999	52.631	53.716
1460	1	49.3303	0.02878	44.943	46.028	46.66	46.995	47.511	47.859	48.373	49.33	50.288	50.802	51.15	51.666	52.001	52.633	53.718
1461	1	49.3321	0.02878	44.945	46.029	46.662	46.997	47.513	47.861	48.374	49.332	50.29	50.804	51.152	51.667	52.002	52.635	53.72
1462	1	49.334	0.02878	44.946	46.031	46.664	46.999	47.514	47.862	48.376	49.334	50.292	50.806	51.154	51.669	52.004	52.637	53.722
1463	1	49.3358	0.02878	44.948	46.033	46.665	47	47.516	47.864	48.378	49.336	50.293	50.807	51.155	51.671	52.006	52.639	53.724
1464	1	49.3377	0.02878	44.95	46.034	46.667	47.002	47.518	47.866	48.38	49.338	50.295	50.809	51.157	51.673	52.008	52.641	53.726
1465	1	49.3395	0.02877	44.953	46.037	46.67	47.005	47.52	47.868	48.382	49.34	50.297	50.811	51.159	51.674	52.009	52.642	53.726
1466	1	49.3414	0.02877	44.955	46.039	46.672	47.006	47.522	47.87	48.384	49.341	50.299	50.813	51.161	51.676	52.011	52.644	53.728
1467	1	49.3432	0.02877	44.956	46.041	46.673	47.008	47.524	47.872	48.386	49.343	50.301	50.815	51.162	51.678	52.013	52.646	53.73
1468	1	49.345	0.02877	44.958	46.042	46.675	47.01	47.526	47.874	48.387	49.345	50.303	50.816	51.164	51.68	52.015	52.648	53.732
1469	1	49.3469	0.02877	44.96	46.044	46.677	47.012	47.527	47.875	48.389	49.347	50.304	50.818	51.166	51.682	52.017	52.65	53.734
1470	1	49.3487	0.02877	44.961	46.046	46.678	47.013	47.529	47.877	48.391	49.349	50.306	50.82	51.168	51.684	52.019	52.652	53.736
1471	1	49.3505	0.02877	44.963	46.048	46.68	47.015	47.531	47.879	48.393	49.351	50.308	50.822	51.17	51.686	52.021	52.653	53.738
1472	1	49.3524	0.02877	44.965	46.049	46.682	47.017	47.533	47.881	48.395	49.352	50.31	50.824	51.172	51.688	52.023	52.656	53.74
1473	1	49.3542	0.02877	44.966	46.051	46.684	47.019	47.534	47.883	48.396	49.354	50.312	50.826	51.174	51.69	52.025	52.657	53.742
1474	1	49.356	0.02877	44.968	46.053	46.685	47.02	47.536	47.884	48.398	49.356	50.314	50.828	51.176	51.692	52.027	52.659	53.744
1475	1	49.3579	0.02877	44.97	46.054	46.687	47.022	47.538	47.886	48.4	49.358	50.316	50.83	51.178	51.694	52.029	52.661	53.746
1476	1	49.3597	0.02877	44.971	46.056	46.689	47.024	47.54	47.888	48.402	49.36	50.318	50.832	51.18	51.696	52.031	52.663	53.748
1477	1	49.3615	0.02876	44.974	46.059	46.691	47.026	47.542	47.89	48.404	49.362	50.319	50.833	51.181	51.697	52.032	52.664	53.749
1478	1	49.3633	0.02876	44.976	46.061	46.693	47.028	47.544	47.892	48.406	49.363	50.321	50.835	51.183	51.698	52.033	52.666	53.75
1479	1	49.3652	0.02876	44.978	46.062	46.695	47.03	47.546	47.894	48.408	49.365	50.323	50.837	51.185	51.7	52.035	52.668	53.753
1480	1	49.367	0.02876	44.98	46.064	46.697	47.032	47.547	47.895	48.409	49.367	50.325	50.839	51.187	51.702	52.037	52.67	53.754
1481	1	49.3688	0.02876	44.981	46.066	46.698	47.033	47.549	47.897	48.411	49.369	50.326	50.84	51.188	51.704	52.039	52.672	53.756
1482	1	49.3706	0.02876	44.983	46.067	46.7	47.035	47.551	47.899	48.413	49.371	50.328	50.842	51.19	51.706	52.041	52.674	53.758
1483	1	49.3724	0.02876	44.984	46.069	46.702	47.037	47.553	47.901	48.415	49.372	50.33	50.844	51.192	51.708	52.043	52.676	53.76
1484	1	49.3742	0.02876	44.986	46.071	46.703	47.039	47.554	47.902	48.416	49.374	50.332	50.846	51.194	51.71	52.045	52.678	53.762
1485	1	49.3761	0.02876	44.988	46.073	46.705	47.04	47.556	47.904	48.418	49.376	50.334	50.848	51.196	51.712	52.047	52.68	53.764
1486	1	49.3779	0.02876	44.989	46.074	46.707	47.042	47.558	47.906	48.42	49.378	50.336	50.85	51.198	51.714	52.049	52.682	53.766
1487	1	49.3797	0.02876	44.991	46.076	46.709	47.044	47.56	47.908	48.422	49.38	50.338	50.852	51.2	51.716	52.051	52.683	53.768
1488	1	49.3815	0.02876	44.993	46.078	46.71	47.045	47.561	47.91	48.424	49.382	50.339	50.853	51.202	51.718	52.053	52.685	53.77
1489	1	49.3833	0.02875	44.996	46.08	46.713	47.048	47.564	47.912	48.426	49.383	50.341	50.855	51.203	51.719	52.054	52.686	53.771
1490	1	49.3851	0.02875	44.998	46.082	46.715	47.05	47.566	47.914	48.427	49.385	50.343	50.857	51.205	51.72	52.055	52.688	53.773
1491	1	49.3869	0.02875	44.999	46.084	46.716	47.051	47.567	47.915	48.429	49.387	50.345	50.859	51.207	51.722	52.057	52.69	53.775
1492	1	49.3887	0.02875	45.001	46.085	46.718	47.053	47.569	47.917	48.431	49.389	50.346	50.86	51.208	51.724	52.059	52.692	53.777
1493	1	49.3905	0.02875	45.002	46.087	46.72	47.055	47.571	47.919	48.433	49.391	50.348	50.862	51.21	51.726	52.061	52.694	53.779
1494	1	49.3923	0.02875	45.004	46.089	46.722	47.057	47.572	47.921	48.435	49.392	50.35	50.864	51.212	51.728	52.063	52.696	53.781
1495	1	49.3941	0.02875	45.006	46.09	46.723	47.058	47.574	47.922	48.436	49.394	50.352	50.866	51.214	51.73	52.065	52.698	53.782
1496	1	49.3959	0.02875	45.007	46.092	46.725	47.06	47.576	47.924	48.438	49.396	50.354	50.868	51.216	51.732	52.067	52.7	53.784
1497	1	49.3977	0.02875	45.009	46.094	46.727	47.062	47.578	47.926	48.44	49.398	50.356	50.87	51.218	51.734	52.069	52.702	53.786
1498	1	49.3995	0.02875	45.011	46.096	46.728	47.063	47.579	47.928	48.442	49.4	50.357	50.871	51.22	51.736	52.071	52.703	53.788
1499	1	49.4013	0.02875	45.012	46.097	46.73	47.065	47.581	47.929	48.443	49.401	50.359	50.873	51.221	51.737	52.073	52.705	53.79
1500	1	49.4031	0.02875	45.014	46.099	46.732	47.067	47.583	47.931	48.445	49.403	50.361	50.875	51.223	51.739	52.074	52.707	53.792
1501	1	49.4048	0.02874	45.017	46.102	46.734	47.069	47.585	47.933	48.447	49.405	50.363	50.876	51.224	51.74	52.075	52.708	53.793
1502	1	49.4066	0.02874	45.019	46.103	46.736	47.071	47.587	47.935	48.449	49.407	50.364	50.878	51.226	51.742	52.077	52.71	53.795
1503	1	49.4084	0.02874	45.02	46.105	46.738	47.073	47.589	47.937	48.451	49.408	50.366	50.88	51.228	51.744	52.079	52.712	53.797
1504	1	49.4102	0.02874	45.022	46.107	46.739	47.074	47.59	47.938	48.452	49.41	50.368	50.882	51.23	51.746	52.081	52.714	53.798
1505	1	49.412	0.02874	45.024	46.108	46.741	47.076	47.592	47.94	48.454	49.412	50.37	50.884	51.232	51.748	52.083	52.716	53.8
1506	1	49.4138	0.02874	45.025	46.11	46.743	47.078	47.594	47.942	48.456	49.414	50.372	50.886	51.234	51.75	52.085	52.718	53.802
1507	1	49.4155	0.02874	45.027	46.112	46.744	47.079	47.595	47.944	48.458	49.416	50.373	50.887	51.236	51.752	52.087	52.719	53.804
1508	1	49.4173	0.02874	45.028	46.113	46.746	47.081	47.597	47.945	48.459	49.417	50.375	50.889	51.237	51.753	52.089	52.721	53.806
1509	1	49.4191	0.02874	45.03	46.115	46.748	47.083	47.599	47.947	48.461	49.419	50.377	50.891	51.239	51.755	52.09	52.723	53.808
1510	1	49.4209	0.02874	45.032	46.117	46.75	47.085	47.601	47.949	48.463	49.421	50.379	50.893	51.241	51.757	52.092	52.725	53.81
1511	1	49.4227	0.02874	45.033	46.118	46.751	47.086	47.602	47.951	48.465	49.423	50.381	50.895	51.243	51.759	52.094	52.727	53.812
1512	1	49.4244	0.02874	45.035	46.12	46.753	47.088	47.604	47.952	48.466	49.424	50.382	50.897	51.245	51.761	52.096	52.729	53.814
1513	1	49.4262	0.02873	45.038	46.123	46.755	47.09	47.606	47.954	48.468	49.426	50.384	50.898	51.246	51.762	52.097	52.73	53.814
1514	1	49.428	0.02873	45.04	46.124	46.757	47.092	47.608	47.956	48.47	49.428	50.386	50.9	51.248	51.764	52.099	52.732	53.816
1515	1	49.4297	0.02873	45.041	46.126	46.759	47.094	47.61	47.958	48.472	49.43	50.388	50.902	51.25	51.766	52.101	52.733	53.818
1516	1	49.4315	0.02873	45.043	46.128	46.76	47.096	47.611	47.96	48.474	49.432	50.389	50.903	51.252	51.767	52.103	52.735	53.82
1517	1	49.4333	0.02873	45.044	46.129	46.762	47.097	47.613	47.961	48.475	49.433	50.391	50.905	51.253	51.769	52.104	52.737	53.822
1518	1	49.435	0.02873	45.046	46.131	46.764	47.099	47.615	47.963	48.477	49.435	50.393	50.907	51.255	51.771	52.106	52.739	53.824
1519	1	49.4368	0.02873	45.048	46.133	46.765	47.101	47.617	47.965	48.479	49.437	50.395	50.909	51.257	51.773	52.108	52.741	53.826
1520	1	49.4386	0.02873	45.049	46.134	46.767	47.102	47.618	47.966	48.481	49.439	50.397	50.911	51.259	51.775	52.11	52.743	53.828
1521	1	49.4403	0.02873	45.051	46.136	46.769	47.104	47.62	47.968	48.482	49.44	50.398	50.912	51.261	51.777	52.112	52.745	53.83
1522	1	49.4421	0.02873	45.053	46.138	46.77	47.106	47.622	47.97	48.484	49.442	50.4	50.914	51.263	51.779	52.114	52.747	53.832
1523	1	49.4438	0.02873	45.054	46.139	46.772	47.107	47.623	47.972	48.486	49.444	50.402	50.916	51.264	51.78	52.116	52.748	53.834
1524	1	49.4456	0.02873	45.056	46.141	46.774	47.109	47.625	47.973	48.487	49.446	50.404	50.918	51.266	51.782	52.117	52.75	53.835
1525	1	49.4473	0.02873	45.057	46.142	46.775	47.111	47.627	47.975	48.489	49.447	50.405	50.92	51.268	51.784	52.119	52.752	53.837
1526	1	49.4491	0.02872	45.06	46.145	46.778	47.113	47.629	47.977	48.491	49.449	50.407	50.921	51.269	51.785	52.12	52.753	53.838
1527	1	49.4508	0.02872	45.062	46.147	46.78	47.115	47.631	47.979	48.493	49.451	50.409	50.923	51.271	51.787	52.122	52.755	53.84
1528	1	49.4526	0.02872	45.064	46.149	46.781	47.116	47.632	47.981	48.495	49.453	50.411	50.925	51.273	51.789	52.124	52.757	53.842
1529	1	49.4543	0.02872	45.065	46.15	46.783	47.118	47.634	47.982	48.496	49.454	50.412	50.926	51.275	51.791	52.126	52.758	53.843
1530	1	49.4561	0.02872	45.067	46.152	46.785	47.12	47.636	47.984	48.498	49.456	50.414	50.928	51.276	51.792	52.128	52.76	53.845
1531	1	49.4578	0.02872	45.068	46.153	46.786	47.121	47.637	47.986	48.5	49.458	50.416	50.93	51.278	51.794	52.129	52.762	53.847
1532	1	49.4596	0.02872	45.07	46.155	46.788	47.123	47.639	47.987	48.502	49.46	50.418	50.932	51.28	51.796	52.131	52.764	53.849
1533	1	49.4613	0.02872	45.072	46.157	46.79	47.125	47.641	47.989	48.503	49.461	50.419	50.934	51.282	51.798	52.133	52.766	53.851
1534	1	49.4631	0.02872	45.073	46.158	46.791	47.126	47.643	47.991	48.505	49.463	50.421	50.935	51.284	51.8	52.135	52.768	53.853
1535	1	49.4648	0.02872	45.075	46.16	46.793	47.128	47.644	47.992	48.507	49.465	50.423	50.937	51.285	51.802	52.137	52.77	53.855
1536	1	49.4666	0.02872	45.076	46.162	46.795	47.13	47.646	47.994	48.508	49.467	50.425	50.939	51.287	51.803	52.139	52.772	53.857
1537	1	49.4683	0.02872	45.078	46.163	46.796	47.131	47.648	47.996	48.51	49.468	50.427	50.941	51.289	51.805	52.14	52.773	53.859
1538	1	49.47	0.02871	45.081	46.166	46.799	47.134	47.65	47.998	48.512	49.47	50.428	50.942	51.29	51.806	52.141	52.774	53.859
1539	1	49.4718	0.02871	45.083	46.168	46.8	47.136	47.652	48	48.514	49.472	50.43	50.944	51.292	51.808	52.143	52.776	53.861
1540	1	49.4735	0.02871	45.084	46.169	46.802	47.137	47.653	48.001	48.515	49.474	50.432	50.946	51.294	51.81	52.145	52.778	53.863
1541	1	49.4752	0.02871	45.086	46.171	46.804	47.139	47.655	48.003	48.517	49.475	50.433	50.947	51.296	51.812	52.147	52.78	53.865
1542	1	49.477	0.02871	45.087	46.172	46.805	47.141	47.657	48.005	48.519	49.477	50.435	50.949	51.297	51.813	52.149	52.782	53.867
1543	1	49.4787	0.02871	45.089	46.174	46.807	47.142	47.658	48.006	48.521	49.479	50.437	50.951	51.299	51.815	52.15	52.783	53.868
1544	1	49.4804	0.02871	45.09	46.176	46.809	47.144	47.66	48.008	48.522	49.48	50.439	50.953	51.301	51.817	52.152	52.785	53.87
1545	1	49.4821	0.02871	45.092	46.177	46.81	47.145	47.661	48.01	48.524	49.482	50.44	50.954	51.303	51.819	52.154	52.787	53.872
1546	1	49.4839	0.02871	45.094	46.179	46.812	47.147	47.663	48.011	48.526	49.484	50.442	50.956	51.305	51.821	52.156	52.789	53.874
1547	1	49.4856	0.02871	45.095	46.18	46.813	47.149	47.665	48.013	48.527	49.486	50.444	50.958	51.306	51.822	52.158	52.791	53.876
1548	1	49.4873	0.02871	45.097	46.182	46.815	47.15	47.666	48.015	48.529	49.487	50.446	50.96	51.308	51.824	52.159	52.793	53.878
1549	1	49.489	0.02871	45.098	46.184	46.817	47.152	47.668	48.016	48.531	49.489	50.447	50.962	51.31	51.826	52.161	52.794	53.88
1550	1	49.4908	0.0287	45.101	46.186	46.819	47.154	47.671	48.019	48.533	49.491	50.449	50.963	51.311	51.827	52.162	52.795	53.88
1551	1	49.4925	0.0287	45.103	46.188	46.821	47.156	47.672	48.02	48.534	49.493	50.451	50.965	51.313	51.829	52.164	52.797	53.882
1552	1	49.4942	0.0287	45.105	46.19	46.823	47.158	47.674	48.022	48.536	49.494	50.452	50.966	51.315	51.831	52.166	52.799	53.884
1553	1	49.4959	0.0287	45.106	46.191	46.824	47.159	47.675	48.024	48.538	49.496	50.454	50.968	51.316	51.832	52.168	52.801	53.886
1554	1	49.4976	0.0287	45.108	46.193	46.826	47.161	47.677	48.025	48.539	49.498	50.456	50.97	51.318	51.834	52.169	52.802	53.888
1555	1	49.4993	0.0287	45.109	46.194	46.827	47.163	47.679	48.027	48.541	49.499	50.458	50.972	51.32	51.836	52.171	52.804	53.889
1556	1	49.5011	0.0287	45.111	46.196	46.829	47.164	47.68	48.029	48.543	49.501	50.459	50.974	51.322	51.838	52.173	52.806	53.891
1557	1	49.5028	0.0287	45.112	46.198	46.831	47.166	47.682	48.03	48.545	49.503	50.461	50.975	51.324	51.84	52.175	52.808	53.893
1558	1	49.5045	0.0287	45.114	46.199	46.832	47.168	47.684	48.032	48.546	49.505	50.463	50.977	51.325	51.841	52.177	52.81	53.895
1559	1	49.5062	0.0287	45.116	46.201	46.834	47.169	47.685	48.034	48.548	49.506	50.465	50.979	51.327	51.843	52.178	52.812	53.897
1560	1	49.5079	0.0287	45.117	46.202	46.836	47.171	47.687	48.035	48.55	49.508	50.466	50.981	51.329	51.845	52.18	52.813	53.899
1561	1	49.5096	0.0287	45.119	46.204	46.837	47.172	47.689	48.037	48.551	49.51	50.468	50.982	51.331	51.847	52.182	52.815	53.901
1562	1	49.5113	0.0287	45.12	46.206	46.839	47.174	47.69	48.039	48.553	49.511	50.47	50.984	51.332	51.849	52.184	52.817	53.902
1563	1	49.513	0.02869	45.123	46.208	46.841	47.176	47.693	48.041	48.555	49.513	50.471	50.985	51.333	51.85	52.185	52.818	53.903
1564	1	49.5147	0.02869	45.125	46.21	46.843	47.178	47.694	48.042	48.557	49.515	50.473	50.987	51.335	51.851	52.187	52.819	53.905
1565	1	49.5164	0.02869	45.126	46.212	46.844	47.18	47.696	48.044	48.558	49.516	50.475	50.989	51.337	51.853	52.188	52.821	53.906
1566	1	49.5181	0.02869	45.128	46.213	46.846	47.181	47.697	48.046	48.56	49.518	50.476	50.991	51.339	51.855	52.19	52.823	53.908
1567	1	49.5198	0.02869	45.129	46.215	46.848	47.183	47.699	48.047	48.562	49.52	50.478	50.992	51.341	51.857	52.192	52.825	53.91
1568	1	49.5215	0.02869	45.131	46.216	46.849	47.185	47.701	48.049	48.563	49.522	50.48	50.994	51.342	51.858	52.194	52.827	53.912
1569	1	49.5232	0.02869	45.133	46.218	46.851	47.186	47.702	48.051	48.565	49.523	50.482	50.996	51.344	51.86	52.195	52.829	53.914
1570	1	49.5249	0.02869	45.134	46.219	46.853	47.188	47.704	48.052	48.567	49.525	50.483	50.998	51.346	51.862	52.197	52.83	53.916
1571	1	49.5266	0.02869	45.136	46.221	46.854	47.189	47.706	48.054	48.568	49.527	50.485	50.999	51.348	51.864	52.199	52.832	53.918
1572	1	49.5283	0.02869	45.137	46.223	46.856	47.191	47.707	48.056	48.57	49.528	50.487	51.001	51.349	51.866	52.201	52.834	53.919
1573	1	49.53	0.02869	45.139	46.224	46.857	47.193	47.709	48.057	48.572	49.53	50.488	51.003	51.351	51.867	52.203	52.836	53.921
1574	1	49.5317	0.02869	45.14	46.226	46.859	47.194	47.711	48.059	48.573	49.532	50.49	51.005	51.353	51.869	52.204	52.838	53.923
1575	1	49.5334	0.02868	45.143	46.229	46.862	47.197	47.713	48.061	48.575	49.533	50.492	51.006	51.354	51.87	52.205	52.838	53.923
1576	1	49.5351	0.02868	45.145	46.23	46.863	47.198	47.714	48.063	48.577	49.535	50.493	51.008	51.356	51.872	52.207	52.84	53.925
1577	1	49.5367	0.02868	45.146	46.232	46.865	47.2	47.716	48.064	48.578	49.537	50.495	51.009	51.357	51.874	52.209	52.842	53.927
1578	1	49.5384	0.02868	45.148	46.233	46.866	47.201	47.718	48.066	48.58	49.538	50.497	51.011	51.359	51.875	52.211	52.844	53.929
1579	1	49.5401	0.02868	45.149	46.235	46.868	47.203	47.719	48.068	48.582	49.54	50.498	51.013	51.361	51.877	52.212	52.845	53.931
1580	1	49.5418	0.02868	45.151	46.236	46.869	47.205	47.721	48.069	48.583	49.542	50.5	51.014	51.363	51.879	52.214	52.847	53.933
1581	1	49.5435	0.02868	45.153	46.238	46.871	47.206	47.723	48.071	48.585	49.544	50.502	51.016	51.364	51.881	52.216	52.849	53.934
1582	1	49.5452	0.02868	45.154	46.24	46.873	47.208	47.724	48.072	48.587	49.545	50.504	51.018	51.366	51.882	52.218	52.851	53.936
1583	1	49.5468	0.02868	45.156	46.241	46.874	47.209	47.726	48.074	48.588	49.547	50.505	51.02	51.368	51.884	52.219	52.853	53.938
1584	1	49.5485	0.02868	45.157	46.243	46.876	47.211	47.727	48.076	48.59	49.549	50.507	51.021	51.37	51.886	52.221	52.854	53.94
1585	1	49.5502	0.02868	45.159	46.244	46.877	47.213	47.729	48.077	48.592	49.55	50.509	51.023	51.371	51.888	52.223	52.856	53.942
1586	1	49.5519	0.02868	45.16	46.246	46.879	47.214	47.731	48.079	48.593	49.552	50.51	51.025	51.373	51.889	52.225	52.858	53.944
1587	1	49.5535	0.02868	45.162	46.247	46.881	47.216	47.732	48.081	48.595	49.554	50.512	51.026	51.375	51.891	52.226	52.86	53.945
1588	1	49.5552	0.02867	45.165	46.25	46.883	47.218	47.734	48.083	48.597	49.555	50.513	51.028	51.376	51.892	52.227	52.86	53.946
1589	1	49.5569	0.02867	45.166	46.252	46.885	47.22	47.736	48.084	48.599	49.557	50.515	51.029	51.378	51.894	52.229	52.862	53.947
1590	1	49.5585	0.02867	45.168	46.253	46.886	47.221	47.738	48.086	48.6	49.559	50.517	51.031	51.379	51.896	52.231	52.864	53.949
1591	1	49.5602	0.02867	45.169	46.255	46.888	47.223	47.739	48.088	48.602	49.56	50.519	51.033	51.381	51.897	52.233	52.866	53.951
1592	1	49.5619	0.02867	45.171	46.256	46.889	47.225	47.741	48.089	48.603	49.562	50.52	51.035	51.383	51.899	52.234	52.867	53.953
1593	1	49.5636	0.02867	45.172	46.258	46.891	47.226	47.743	48.091	48.605	49.564	50.522	51.036	51.385	51.901	52.236	52.869	53.955
1594	1	49.5652	0.02867	45.174	46.259	46.893	47.228	47.744	48.092	48.607	49.565	50.524	51.038	51.386	51.903	52.238	52.871	53.957
1595	1	49.5669	0.02867	45.175	46.261	46.894	47.229	47.746	48.094	48.608	49.567	50.525	51.04	51.388	51.904	52.24	52.873	53.958
1596	1	49.5685	0.02867	45.177	46.262	46.896	47.231	47.747	48.096	48.61	49.569	50.527	51.041	51.39	51.906	52.241	52.875	53.96
1597	1	49.5702	0.02867	45.178	46.264	46.897	47.233	47.749	48.097	48.612	49.57	50.529	51.043	51.392	51.908	52.243	52.876	53.962
1598	1	49.5719	0.02867	45.18	46.266	46.899	47.234	47.751	48.099	48.613	49.572	50.531	51.045	51.393	51.91	52.245	52.878	53.964
1599	1	49.5735	0.02867	45.181	46.267	46.9	47.236	47.752	48.1	48.615	49.574	50.532	51.047	51.395	51.911	52.247	52.88	53.966
1600	1	49.5752	0.02867	45.183	46.269	46.902	47.237	47.754	48.102	48.617	49.575	50.534	51.048	51.397	51.913	52.248	52.882	53.967
1601	1	49.5768	0.02866	45.186	46.271	46.904	47.24	47.756	48.104	48.618	49.577	50.535	51.049	51.398	51.914	52.249	52.882	53.968
1602	1	49.5785	0.02866	45.188	46.273	46.906	47.241	47.758	48.106	48.62	49.579	50.537	51.051	51.399	51.916	52.251	52.884	53.969
1603	1	49.5802	0.02866	45.189	46.275	46.908	47.243	47.759	48.107	48.622	49.58	50.539	51.053	51.401	51.917	52.253	52.886	53.971
1604	1	49.5818	0.02866	45.191	46.276	46.909	47.244	47.761	48.109	48.623	49.582	50.54	51.055	51.403	51.919	52.254	52.888	53.973
1605	1	49.5835	0.02866	45.192	46.278	46.911	47.246	47.762	48.111	48.625	49.584	50.542	51.056	51.405	51.921	52.256	52.889	53.975
1606	1	49.5851	0.02866	45.194	46.279	46.912	47.248	47.764	48.112	48.627	49.585	50.544	51.058	51.406	51.923	52.258	52.891	53.977
1607	1	49.5868	0.02866	45.195	46.281	46.914	47.249	47.766	48.114	48.628	49.587	50.545	51.06	51.408	51.924	52.26	52.893	53.979
1608	1	49.5884	0.02866	45.197	46.282	46.915	47.251	47.767	48.115	48.63	49.588	50.547	51.061	51.41	51.926	52.261	52.895	53.98
1609	1	49.5901	0.02866	45.198	46.284	46.917	47.252	47.769	48.117	48.631	49.59	50.549	51.063	51.412	51.928	52.263	52.896	53.982
1610	1	49.5917	0.02866	45.2	46.285	46.919	47.254	47.77	48.119	48.633	49.592	50.55	51.065	51.413	51.93	52.265	52.898	53.984
1611	1	49.5933	0.02866	45.201	46.287	46.92	47.255	47.772	48.12	48.635	49.593	50.552	51.066	51.415	51.931	52.267	52.9	53.986
1612	1	49.595	0.02866	45.203	46.288	46.922	47.257	47.773	48.122	48.636	49.595	50.554	51.068	51.417	51.933	52.268	52.902	53.987
1613	1	49.5966	0.02866	45.204	46.29	46.923	47.259	47.775	48.123	48.638	49.597	50.555	51.07	51.418	51.935	52.27	52.903	53.989
1614	1	49.5983	0.02865	45.207	46.293	46.926	47.261	47.777	48.126	48.64	49.598	50.557	51.071	51.419	51.936	52.271	52.904	53.989
1615	1	49.5999	0.02865	45.209	46.294	46.927	47.263	47.779	48.127	48.641	49.6	50.558	51.073	51.421	51.937	52.273	52.906	53.991
1616	1	49.6015	0.02865	45.21	46.296	46.929	47.264	47.78	48.129	48.643	49.602	50.56	51.074	51.423	51.939	52.274	52.907	53.993
1617	1	49.6032	0.02865	45.212	46.297	46.93	47.266	47.782	48.13	48.645	49.603	50.562	51.076	51.424	51.941	52.276	52.909	53.995
1618	1	49.6048	0.02865	45.213	46.299	46.932	47.267	47.783	48.132	48.646	49.605	50.563	51.078	51.426	51.942	52.278	52.911	53.997
1619	1	49.6065	0.02865	45.215	46.3	46.933	47.269	47.785	48.133	48.648	49.607	50.565	51.08	51.428	51.944	52.28	52.913	53.998
1620	1	49.6081	0.02865	45.216	46.302	46.935	47.27	47.787	48.135	48.649	49.608	50.567	51.081	51.43	51.946	52.281	52.914	54
1621	1	49.6097	0.02865	45.217	46.303	46.936	47.272	47.788	48.137	48.651	49.61	50.568	51.083	51.431	51.948	52.283	52.916	54.002
1622	1	49.6114	0.02865	45.219	46.305	46.938	47.273	47.79	48.138	48.653	49.611	50.57	51.085	51.433	51.949	52.285	52.918	54.004
1623	1	49.613	0.02865	45.221	46.306	46.94	47.275	47.791	48.14	48.654	49.613	50.572	51.086	51.435	51.951	52.286	52.92	54.005
1624	1	49.6146	0.02865	45.222	46.308	46.941	47.277	47.793	48.141	48.656	49.615	50.573	51.088	51.436	51.953	52.288	52.921	54.007
1625	1	49.6162	0.02865	45.223	46.309	46.943	47.278	47.794	48.143	48.657	49.616	50.575	51.089	51.438	51.954	52.29	52.923	54.009
1626	1	49.6179	0.02865	45.225	46.311	46.944	47.28	47.796	48.145	48.659	49.618	50.577	51.091	51.44	51.956	52.292	52.925	54.011
1627	1	49.6195	0.02864	45.228	46.314	46.947	47.282	47.798	48.147	48.661	49.62	50.578	51.092	51.441	51.957	52.292	52.925	54.011
1628	1	49.6211	0.02864	45.229	46.315	46.948	47.284	47.8	48.148	48.663	49.621	50.58	51.094	51.442	51.959	52.294	52.927	54.013
1629	1	49.6227	0.02864	45.231	46.317	46.95	47.285	47.801	48.15	48.664	49.623	50.581	51.096	51.444	51.96	52.296	52.929	54.015
