Height	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
117.3	-0.3521	21.2847	0.09257	16.207	17.295	17.976	18.351	18.949	19.368	20.01	21.285	22.672	23.467	24.027	24.891	25.474	26.627	28.775
117.4	-0.3521	21.3242	0.09263	16.234	17.325	18.007	18.383	18.983	19.403	20.046	21.324	22.715	23.512	24.073	24.939	25.524	26.681	28.834
117.5	-0.3521	21.3636	0.0927	16.261	17.354	18.038	18.415	19.016	19.437	20.082	21.364	22.758	23.557	24.12	24.988	25.575	26.735	28.895
117.6	-0.3521	21.4031	0.09276	16.288	17.384	18.069	18.447	19.05	19.472	20.119	21.403	22.801	23.602	24.167	25.037	25.625	26.788	28.954
117.7	-0.3521	21.4426	0.09282	16.316	17.414	18.101	18.48	19.084	19.507	20.155	21.443	22.844	23.647	24.213	25.086	25.676	26.842	29.013
117.8	-0.3521	21.482	0.09288	16.343	17.444	18.132	18.512	19.118	19.542	20.191	21.482	22.887	23.692	24.26	25.135	25.726	26.895	29.073
117.9	-0.3521	21.5215	0.09294	16.37	17.473	18.164	18.544	19.151	19.576	20.228	21.522	22.93	23.737	24.306	25.184	25.777	26.949	29.132
118	-0.3521	21.5611	0.093	16.397	17.503	18.195	18.576	19.185	19.611	20.264	21.561	22.973	23.783	24.353	25.233	25.827	27.002	29.192
118.1	-0.3521	21.6006	0.09307	16.424	17.533	18.226	18.608	19.219	19.646	20.3	21.601	23.016	23.828	24.4	25.282	25.878	27.057	29.252
118.2	-0.3521	21.6401	0.09313	16.452	17.562	18.258	18.641	19.252	19.681	20.337	21.64	23.059	23.873	24.446	25.331	25.928	27.11	29.312
118.3	-0.3521	21.6797	0.09319	16.479	17.592	18.289	18.673	19.286	19.715	20.373	21.68	23.102	23.918	24.493	25.38	25.979	27.164	29.371
118.4	-0.3521	21.7193	0.09325	16.506	17.622	18.32	18.705	19.32	19.75	20.409	21.719	23.146	23.963	24.54	25.429	26.03	27.218	29.431
118.5	-0.3521	21.7588	0.09331	16.533	17.652	18.352	18.738	19.354	19.785	20.446	21.759	23.189	24.009	24.586	25.478	26.08	27.271	29.491
118.6	-0.3521	21.7984	0.09338	16.56	17.681	18.383	18.77	19.387	19.82	20.482	21.798	23.232	24.054	24.633	25.527	26.131	27.326	29.552
118.7	-0.3521	21.838	0.09344	16.588	17.711	18.414	18.802	19.421	19.854	20.518	21.838	23.275	24.099	24.68	25.576	26.182	27.379	29.611
118.8	-0.3521	21.8776	0.0935	16.615	17.741	18.446	18.834	19.455	19.889	20.555	21.878	23.318	24.145	24.727	25.625	26.232	27.433	29.671
118.9	-0.3521	21.9172	0.09356	16.642	17.771	18.477	18.867	19.489	19.924	20.591	21.917	23.361	24.19	24.774	25.674	26.283	27.487	29.731
119	-0.3521	21.9568	0.09362	16.669	17.801	18.509	18.899	19.522	19.959	20.627	21.957	23.405	24.235	24.82	25.723	26.334	27.541	29.791
119.1	-0.3521	21.9964	0.09368	16.697	17.83	18.54	18.931	19.556	19.994	20.664	21.996	23.448	24.28	24.867	25.772	26.384	27.595	29.851
119.2	-0.3521	22.036	0.09375	16.723	17.86	18.571	18.963	19.59	20.028	20.7	22.036	23.491	24.326	24.914	25.822	26.436	27.649	29.912
119.3	-0.3521	22.0757	0.09381	16.751	17.89	18.603	18.996	19.624	20.063	20.737	22.076	23.534	24.371	24.961	25.871	26.486	27.703	29.972
119.4	-0.3521	22.1153	0.09387	16.778	17.919	18.634	19.028	19.657	20.098	20.773	22.115	23.578	24.417	25.008	25.92	26.537	27.757	30.032
119.5	-0.3521	22.1549	0.09393	16.805	17.949	18.665	19.06	19.691	20.133	20.809	22.155	23.621	24.462	25.055	25.969	26.588	27.811	30.092
119.6	-0.3521	22.1945	0.09399	16.832	17.979	18.697	19.093	19.725	20.167	20.846	22.195	23.664	24.507	25.101	26.019	26.639	27.865	30.152
119.7	-0.3521	22.2341	0.09406	16.859	18.008	18.728	19.125	19.758	20.202	20.882	22.234	23.707	24.553	25.149	26.068	26.69	27.92	30.213
119.8	-0.3521	22.2738	0.09412	16.886	18.038	18.759	19.157	19.792	20.237	20.918	22.274	23.751	24.598	25.196	26.117	26.741	27.974	30.273
119.9	-0.3521	22.3134	0.09418	16.914	18.068	18.791	19.189	19.826	20.272	20.955	22.313	23.794	24.644	25.242	26.167	26.792	28.028	30.333
120	-0.3521	22.353	0.09424	16.941	18.098	18.822	19.222	19.86	20.306	20.991	22.353	23.837	24.689	25.289	26.216	26.842	28.082	30.393
