Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
1451	-0.3564	15.3377	0.08227	12.025	12.745	13.193	13.439	13.83	14.102	14.518	15.338	16.222	16.725	17.078	17.62	17.984	18.7	20.022
1452	-0.357	15.3372	0.08228	12.024	12.745	13.193	13.438	13.829	14.101	14.517	15.337	16.221	16.725	17.078	17.619	17.984	18.7	20.022
1453	-0.3575	15.3367	0.08229	12.023	12.744	13.192	13.438	13.828	14.101	14.517	15.337	16.221	16.724	17.077	17.619	17.984	18.7	20.022
1454	-0.3581	15.3362	0.08231	12.023	12.743	13.191	13.437	13.828	14.1	14.516	15.336	16.221	16.724	17.077	17.619	17.984	18.701	20.024
1455	-0.3587	15.3357	0.08232	12.022	12.743	13.191	13.436	13.827	14.1	14.515	15.336	16.22	16.724	17.077	17.619	17.984	18.701	20.024
1456	-0.3593	15.3352	0.08233	12.022	12.742	13.19	13.436	13.827	14.099	14.515	15.335	16.22	16.724	17.077	17.619	17.984	18.701	20.025
1457	-0.3598	15.3346	0.08234	12.021	12.742	13.189	13.435	13.826	14.098	14.514	15.335	16.219	16.723	17.076	17.619	17.984	18.701	20.025
1458	-0.3604	15.3341	0.08235	12.02	12.741	13.189	13.435	13.825	14.098	14.514	15.334	16.219	16.723	17.076	17.619	17.983	18.701	20.025
1459	-0.361	15.3336	0.08236	12.02	12.74	13.188	13.434	13.825	14.097	14.513	15.334	16.219	16.722	17.076	17.618	17.983	18.701	20.026
1460	-0.3616	15.3331	0.08237	12.019	12.74	13.188	13.433	13.824	14.097	14.512	15.333	16.218	16.722	17.075	17.618	17.983	18.701	20.026
1461	-0.3622	15.3326	0.08238	12.019	12.739	13.187	13.433	13.824	14.096	14.512	15.333	16.218	16.722	17.075	17.618	17.983	18.701	20.027
1462	-0.3628	15.3321	0.08239	12.018	12.739	13.186	13.432	13.823	14.095	14.511	15.332	16.217	16.721	17.075	17.618	17.983	18.702	20.027
1463	-0.3634	15.3316	0.0824	12.018	12.738	13.186	13.432	13.822	14.095	14.511	15.332	16.217	16.721	17.075	17.618	17.983	18.702	20.028
1464	-0.364	15.3311	0.08241	12.017	12.738	13.185	13.431	13.822	14.094	14.51	15.331	16.217	16.721	17.074	17.618	17.983	18.702	20.028
1465	-0.3646	15.3306	0.08243	12.016	12.737	13.184	13.43	13.821	14.094	14.51	15.331	16.216	16.721	17.074	17.618	17.983	18.702	20.029
1466	-0.3652	15.3301	0.08244	12.016	12.736	13.184	13.43	13.821	14.093	14.509	15.33	16.216	16.72	17.074	17.617	17.983	18.702	20.03
1467	-0.3658	15.3295	0.08245	12.015	12.736	13.183	13.429	13.82	14.092	14.508	15.33	16.215	16.72	17.074	17.617	17.983	18.702	20.03
1468	-0.3664	15.329	0.08246	12.015	12.735	13.183	13.428	13.819	14.092	14.508	15.329	16.215	16.72	17.073	17.617	17.983	18.702	20.031
1469	-0.367	15.3285	0.08247	12.014	12.734	13.182	13.428	13.819	14.091	14.507	15.329	16.215	16.719	17.073	17.617	17.983	18.702	20.031
1470	-0.3676	15.328	0.08248	12.014	12.734	13.182	13.427	13.818	14.091	14.507	15.328	16.214	16.719	17.073	17.617	17.983	18.703	20.032
1471	-0.3682	15.3275	0.08249	12.013	12.733	13.181	13.427	13.818	14.09	14.506	15.328	16.214	16.719	17.073	17.617	17.983	18.703	20.032
1472	-0.3688	15.327	0.0825	12.013	12.733	13.18	13.426	13.817	14.09	14.506	15.327	16.213	16.718	17.072	17.616	17.982	18.703	20.032
1473	-0.3694	15.3265	0.08251	12.012	12.732	13.18	13.426	13.816	14.089	14.505	15.327	16.213	16.718	17.072	17.616	17.982	18.703	20.033
1474	-0.37	15.326	0.08253	12.011	12.731	13.179	13.425	13.816	14.088	14.504	15.326	16.213	16.718	17.072	17.616	17.983	18.703	20.034
1475	-0.3706	15.3255	0.08254	12.011	12.731	13.178	13.424	13.815	14.088	14.504	15.326	16.212	16.717	17.072	17.616	17.983	18.703	20.035
1476	-0.3713	15.325	0.08255	12.01	12.73	13.178	13.424	13.814	14.087	14.503	15.325	16.212	16.717	17.072	17.616	17.983	18.704	20.035
1477	-0.3719	15.3245	0.08256	12.01	12.73	13.177	13.423	13.814	14.087	14.503	15.325	16.212	16.717	17.071	17.616	17.982	18.704	20.036
1478	-0.3725	15.324	0.08257	12.009	12.729	13.177	13.422	13.813	14.086	14.502	15.324	16.211	16.716	17.071	17.616	17.982	18.704	20.036
1479	-0.3731	15.3235	0.08258	12.009	12.729	13.176	13.422	13.813	14.085	14.502	15.324	16.211	16.716	17.071	17.616	17.982	18.704	20.037
1480	-0.3738	15.323	0.08259	12.008	12.728	13.176	13.421	13.812	14.085	14.501	15.323	16.21	16.716	17.07	17.615	17.982	18.704	20.037
1481	-0.3744	15.3225	0.0826	12.008	12.727	13.175	13.421	13.812	14.084	14.5	15.323	16.21	16.715	17.07	17.615	17.982	18.704	20.038
1482	-0.375	15.322	0.08262	12.007	12.727	13.174	13.42	13.811	14.084	14.5	15.322	16.21	16.715	17.07	17.615	17.982	18.705	20.039
1483	-0.3756	15.3215	0.08263	12.006	12.726	13.174	13.419	13.81	14.083	14.499	15.322	16.209	16.715	17.07	17.615	17.982	18.705	20.039
1484	-0.3763	15.3211	0.08264	12.006	12.726	13.173	13.419	13.81	14.082	14.499	15.321	16.209	16.715	17.07	17.615	17.982	18.705	20.04
1485	-0.3769	15.3206	0.08265	12.005	12.725	13.173	13.418	13.809	14.082	14.498	15.321	16.209	16.714	17.069	17.615	17.982	18.705	20.04
1486	-0.3776	15.3201	0.08266	12.005	12.725	13.172	13.418	13.809	14.081	14.498	15.32	16.208	16.714	17.069	17.615	17.982	18.705	20.041
1487	-0.3782	15.3196	0.08267	12.004	12.724	13.171	13.417	13.808	14.081	14.497	15.32	16.208	16.714	17.069	17.615	17.982	18.705	20.041
1488	-0.3789	15.3191	0.08268	12.004	12.723	13.171	13.417	13.808	14.08	14.497	15.319	16.207	16.713	17.069	17.615	17.982	18.705	20.042
1489	-0.3795	15.3186	0.08269	12.003	12.723	13.17	13.416	13.807	14.08	14.496	15.319	16.207	16.713	17.068	17.614	17.982	18.705	20.042
1490	-0.3801	15.3181	0.08271	12.002	12.722	13.169	13.415	13.806	14.079	14.495	15.318	16.207	16.713	17.068	17.615	17.982	18.706	20.044
1491	-0.3808	15.3176	0.08272	12.002	12.721	13.169	13.415	13.806	14.078	14.495	15.318	16.206	16.713	17.068	17.614	17.982	18.706	20.044
1492	-0.3815	15.3171	0.08273	12.001	12.721	13.168	13.414	13.805	14.078	14.494	15.317	16.206	16.712	17.068	17.614	17.982	18.706	20.045
1493	-0.3821	15.3166	0.08274	12.001	12.72	13.168	13.414	13.804	14.077	14.494	15.317	16.205	16.712	17.068	17.614	17.982	18.706	20.045
1494	-0.3828	15.3162	0.08275	12.001	12.72	13.167	13.413	13.804	14.077	14.493	15.316	16.205	16.712	17.067	17.614	17.982	18.707	20.046
1495	-0.3834	15.3157	0.08276	12	12.719	13.167	13.412	13.803	14.076	14.493	15.316	16.205	16.711	17.067	17.614	17.982	18.707	20.046
1496	-0.3841	15.3152	0.08277	12	12.719	13.166	13.412	13.803	14.076	14.492	15.315	16.204	16.711	17.067	17.614	17.982	18.707	20.047
1497	-0.3847	15.3147	0.08279	11.999	12.718	13.165	13.411	13.802	14.075	14.492	15.315	16.204	16.711	17.067	17.614	17.982	18.707	20.048
1498	-0.3854	15.3142	0.0828	11.998	12.717	13.165	13.411	13.802	14.074	14.491	15.314	16.204	16.711	17.067	17.614	17.982	18.708	20.049
1499	-0.3861	15.3137	0.08281	11.998	12.717	13.164	13.41	13.801	14.074	14.49	15.314	16.203	16.71	17.066	17.614	17.982	18.708	20.049
1500	-0.3867	15.3133	0.08282	11.997	12.716	13.164	13.409	13.8	14.073	14.49	15.313	16.203	16.71	17.066	17.614	17.982	18.708	20.05
1501	-0.3874	15.3128	0.08283	11.997	12.716	13.163	13.409	13.8	14.073	14.489	15.313	16.203	16.71	17.066	17.613	17.982	18.708	20.05
1502	-0.3881	15.3123	0.08284	11.996	12.715	13.163	13.408	13.799	14.072	14.489	15.312	16.202	16.71	17.066	17.613	17.982	18.708	20.051
1503	-0.3888	15.3118	0.08285	11.996	12.715	13.162	13.408	13.799	14.072	14.488	15.312	16.202	16.709	17.065	17.613	17.982	18.708	20.052
1504	-0.3894	15.3113	0.08287	11.995	12.714	13.161	13.407	13.798	14.071	14.488	15.311	16.201	16.709	17.065	17.613	17.982	18.709	20.053
1505	-0.3901	15.3109	0.08288	11.994	12.713	13.161	13.407	13.798	14.07	14.487	15.311	16.201	16.709	17.065	17.613	17.982	18.709	20.053
1506	-0.3908	15.3104	0.08289	11.994	12.713	13.16	13.406	13.797	14.07	14.487	15.31	16.201	16.708	17.065	17.613	17.982	18.709	20.054
1507	-0.3915	15.3099	0.0829	11.994	12.712	13.16	13.405	13.796	14.069	14.486	15.31	16.2	16.708	17.065	17.613	17.982	18.709	20.055
1508	-0.3922	15.3094	0.08291	11.993	12.712	13.159	13.405	13.796	14.069	14.486	15.309	16.2	16.708	17.064	17.613	17.982	18.709	20.055
1509	-0.3929	15.309	0.08292	11.993	12.711	13.159	13.404	13.795	14.068	14.485	15.309	16.2	16.708	17.064	17.613	17.982	18.71	20.056
1510	-0.3936	15.3085	0.08293	11.992	12.711	13.158	13.404	13.795	14.068	14.485	15.309	16.199	16.707	17.064	17.613	17.982	18.71	20.056
1511	-0.3942	15.308	0.08295	11.991	12.71	13.157	13.403	13.794	14.067	14.484	15.308	16.199	16.707	17.064	17.613	17.982	18.71	20.058
1512	-0.3949	15.3075	0.08296	11.991	12.71	13.157	13.402	13.793	14.066	14.483	15.308	16.199	16.707	17.064	17.613	17.982	18.711	20.058
1513	-0.3956	15.3071	0.08297	11.99	12.709	13.156	13.402	13.793	14.066	14.483	15.307	16.198	16.707	17.064	17.613	17.982	18.711	20.059
1514	-0.3963	15.3066	0.08298	11.99	12.709	13.156	13.401	13.792	14.065	14.482	15.307	16.198	16.706	17.063	17.612	17.982	18.711	20.059
1515	-0.397	15.3061	0.08299	11.989	12.708	13.155	13.401	13.792	14.065	14.482	15.306	16.198	16.706	17.063	17.612	17.982	18.711	20.06
1516	-0.3977	15.3057	0.083	11.989	12.708	13.155	13.4	13.791	14.064	14.481	15.306	16.197	16.706	17.063	17.612	17.982	18.711	20.061
1517	-0.3984	15.3052	0.08302	11.988	12.707	13.154	13.4	13.791	14.064	14.481	15.305	16.197	16.706	17.063	17.612	17.983	18.712	20.062
1518	-0.3991	15.3047	0.08303	11.988	12.706	13.153	13.399	13.79	14.063	14.48	15.305	16.197	16.705	17.063	17.612	17.983	18.712	20.062
1519	-0.3998	15.3043	0.08304	11.987	12.706	13.153	13.399	13.79	14.063	14.48	15.304	16.196	16.705	17.063	17.612	17.983	18.712	20.063
1520	-0.4006	15.3038	0.08305	11.987	12.705	13.152	13.398	13.789	14.062	14.479	15.304	16.196	16.705	17.062	17.612	17.983	18.712	20.064
1521	-0.4013	15.3033	0.08306	11.986	12.705	13.152	13.397	13.788	14.061	14.479	15.303	16.195	16.704	17.062	17.612	17.982	18.713	20.064
1522	-0.402	15.3029	0.08307	11.986	12.704	13.151	13.397	13.788	14.061	14.478	15.303	16.195	16.704	17.062	17.612	17.983	18.713	20.065
1523	-0.4027	15.3024	0.08309	11.985	12.703	13.15	13.396	13.787	14.06	14.477	15.302	16.195	16.704	17.062	17.612	17.983	18.713	20.066
1524	-0.4034	15.3019	0.0831	11.985	12.703	13.15	13.396	13.787	14.06	14.477	15.302	16.194	16.704	17.062	17.612	17.983	18.714	20.067
1525	-0.4041	15.3015	0.08311	11.984	12.702	13.149	13.395	13.786	14.059	14.476	15.302	16.194	16.704	17.061	17.612	17.983	18.714	20.068
1526	-0.4049	15.301	0.08312	11.984	12.702	13.149	13.395	13.786	14.059	14.476	15.301	16.194	16.703	17.061	17.612	17.983	18.714	20.068
1527	-0.4056	15.3005	0.08313	11.983	12.701	13.148	13.394	13.785	14.058	14.475	15.301	16.193	16.703	17.061	17.612	17.983	18.714	20.069
1528	-0.4063	15.3001	0.08314	11.983	12.701	13.148	13.394	13.785	14.058	14.475	15.3	16.193	16.703	17.061	17.612	17.983	18.714	20.07
1529	-0.407	15.2996	0.08316	11.982	12.7	13.147	13.393	13.784	14.057	14.474	15.3	16.193	16.703	17.061	17.612	17.983	18.715	20.071
1530	-0.4078	15.2992	0.08317	11.982	12.7	13.147	13.392	13.783	14.056	14.474	15.299	16.193	16.702	17.061	17.612	17.983	18.715	20.072
1531	-0.4085	15.2987	0.08318	11.981	12.699	13.146	13.392	13.783	14.056	14.473	15.299	16.192	16.702	17.06	17.612	17.983	18.715	20.072
1532	-0.4092	15.2982	0.08319	11.981	12.699	13.145	13.391	13.782	14.055	14.473	15.298	16.192	16.702	17.06	17.611	17.983	18.716	20.073
1533	-0.41	15.2978	0.0832	11.98	12.698	13.145	13.391	13.782	14.055	14.472	15.298	16.191	16.702	17.06	17.611	17.983	18.716	20.074
1534	-0.4107	15.2973	0.08322	11.98	12.697	13.144	13.39	13.781	14.054	14.472	15.297	16.191	16.701	17.06	17.612	17.983	18.717	20.075
1535	-0.4114	15.2969	0.08323	11.979	12.697	13.144	13.389	13.781	14.054	14.471	15.297	16.191	16.701	17.06	17.612	17.984	18.717	20.076
1536	-0.4122	15.2964	0.08324	11.979	12.696	13.143	13.389	13.78	14.053	14.471	15.296	16.19	16.701	17.06	17.611	17.984	18.717	20.076
1537	-0.4129	15.2959	0.08325	11.978	12.696	13.143	13.388	13.779	14.053	14.47	15.296	16.19	16.701	17.059	17.611	17.983	18.717	20.077
1538	-0.4137	15.2955	0.08326	11.978	12.695	13.142	13.388	13.779	14.052	14.47	15.296	16.19	16.7	17.059	17.611	17.984	18.717	20.078
1539	-0.4144	15.295	0.08327	11.977	12.695	13.142	13.387	13.778	14.052	14.469	15.295	16.189	16.7	17.059	17.611	17.983	18.718	20.078
1540	-0.4151	15.2946	0.08329	11.977	12.694	13.141	13.387	13.778	14.051	14.468	15.295	16.189	16.7	17.059	17.611	17.984	18.718	20.08
1541	-0.4159	15.2941	0.0833	11.976	12.694	13.14	13.386	13.777	14.05	14.468	15.294	16.189	16.7	17.059	17.611	17.984	18.718	20.08
1542	-0.4166	15.2937	0.08331	11.976	12.693	13.14	13.386	13.777	14.05	14.467	15.294	16.188	16.699	17.059	17.611	17.984	18.719	20.081
1543	-0.4174	15.2932	0.08332	11.975	12.693	13.139	13.385	13.776	14.049	14.467	15.293	16.188	16.699	17.058	17.611	17.984	18.719	20.082
1544	-0.4182	15.2928	0.08333	11.975	12.692	13.139	13.385	13.776	14.049	14.466	15.293	16.188	16.699	17.058	17.611	17.984	18.719	20.082
1545	-0.4189	15.2923	0.08335	11.974	12.691	13.138	13.384	13.775	14.048	14.466	15.292	16.188	16.699	17.058	17.611	17.984	18.72	20.084
1546	-0.4197	15.2919	0.08336	11.974	12.691	13.138	13.383	13.774	14.048	14.465	15.292	16.187	16.699	17.058	17.611	17.984	18.72	20.084
1547	-0.4204	15.2914	0.08337	11.973	12.69	13.137	13.383	13.774	14.047	14.465	15.291	16.187	16.698	17.058	17.611	17.984	18.72	20.085
1548	-0.4212	15.291	0.08338	11.973	12.69	13.137	13.382	13.773	14.047	14.464	15.291	16.187	16.698	17.058	17.611	17.984	18.72	20.086
1549	-0.422	15.2905	0.08339	11.972	12.689	13.136	13.382	13.773	14.046	14.464	15.291	16.186	16.698	17.057	17.611	17.984	18.721	20.086
1550	-0.4227	15.2901	0.08341	11.972	12.689	13.135	13.381	13.772	14.045	14.463	15.29	16.186	16.698	17.058	17.611	17.985	18.721	20.088
1551	-0.4235	15.2896	0.08342	11.971	12.688	13.135	13.38	13.772	14.045	14.463	15.29	16.186	16.697	17.057	17.611	17.985	18.722	20.089
1552	-0.4243	15.2892	0.08343	11.971	12.688	13.134	13.38	13.771	14.044	14.462	15.289	16.185	16.697	17.057	17.611	17.985	18.722	20.089
1553	-0.425	15.2888	0.08344	11.971	12.687	13.134	13.38	13.771	14.044	14.462	15.289	16.185	16.697	17.057	17.611	17.985	18.722	20.09
1554	-0.4258	15.2883	0.08345	11.97	12.687	13.133	13.379	13.77	14.043	14.461	15.288	16.185	16.697	17.057	17.611	17.985	18.722	20.091
1555	-0.4266	15.2879	0.08347	11.969	12.686	13.133	13.378	13.77	14.043	14.461	15.288	16.184	16.697	17.057	17.611	17.985	18.723	20.092
1556	-0.4274	15.2874	0.08348	11.969	12.686	13.132	13.378	13.769	14.042	14.46	15.287	16.184	16.696	17.057	17.611	17.985	18.723	20.093
1557	-0.4281	15.287	0.08349	11.969	12.685	13.132	13.377	13.769	14.042	14.46	15.287	16.184	16.696	17.056	17.611	17.985	18.724	20.094
1558	-0.4289	15.2865	0.0835	11.968	12.685	13.131	13.377	13.768	14.041	14.459	15.287	16.183	16.696	17.056	17.611	17.985	18.724	20.094
1559	-0.4297	15.2861	0.08351	11.968	12.684	13.131	13.376	13.767	14.041	14.459	15.286	16.183	16.696	17.056	17.611	17.985	18.724	20.095
1560	-0.4305	15.2857	0.08353	11.967	12.683	13.13	13.376	13.767	14.04	14.458	15.286	16.183	16.696	17.056	17.611	17.986	18.725	20.097
1561	-0.4313	15.2852	0.08354	11.967	12.683	13.129	13.375	13.766	14.04	14.457	15.285	16.182	16.695	17.056	17.611	17.986	18.725	20.097
1562	-0.4321	15.2848	0.08355	11.966	12.683	13.129	13.375	13.766	14.039	14.457	15.285	16.182	16.695	17.056	17.611	17.986	18.725	20.098
1563	-0.4328	15.2844	0.08356	11.966	12.682	13.129	13.374	13.765	14.039	14.457	15.284	16.182	16.695	17.056	17.611	17.986	18.726	20.099
1564	-0.4336	15.2839	0.08357	11.965	12.682	13.128	13.374	13.765	14.038	14.456	15.284	16.181	16.695	17.055	17.611	17.986	18.726	20.099
1565	-0.4344	15.2835	0.08359	11.965	12.681	13.127	13.373	13.764	14.037	14.455	15.284	16.181	16.695	17.055	17.611	17.986	18.727	20.101
1566	-0.4352	15.283	0.0836	11.964	12.68	13.127	13.372	13.764	14.037	14.455	15.283	16.181	16.694	17.055	17.611	17.986	18.727	20.102
1567	-0.436	15.2826	0.08361	11.964	12.68	13.126	13.372	13.763	14.036	14.454	15.283	16.181	16.694	17.055	17.611	17.986	18.727	20.102
1568	-0.4368	15.2822	0.08362	11.963	12.679	13.126	13.371	13.763	14.036	14.454	15.282	16.18	16.694	17.055	17.611	17.987	18.727	20.103
1569	-0.4376	15.2817	0.08364	11.963	12.679	13.125	13.371	13.762	14.035	14.453	15.282	16.18	16.694	17.055	17.611	17.987	18.728	20.105
1570	-0.4384	15.2813	0.08365	11.962	12.678	13.125	13.37	13.761	14.035	14.453	15.281	16.18	16.693	17.055	17.611	17.987	18.728	20.105
1571	-0.4392	15.2809	0.08366	11.962	12.678	13.124	13.37	13.761	14.034	14.452	15.281	16.179	16.693	17.055	17.611	17.987	18.729	20.106
1572	-0.44	15.2805	0.08367	11.962	12.677	13.124	13.369	13.761	14.034	14.452	15.281	16.179	16.693	17.055	17.611	17.987	18.729	20.107
1573	-0.4408	15.28	0.08368	11.961	12.677	13.123	13.369	13.76	14.033	14.451	15.28	16.179	16.693	17.054	17.611	17.987	18.729	20.108
1574	-0.4417	15.2796	0.0837	11.96	12.676	13.122	13.368	13.759	14.033	14.451	15.28	16.179	16.693	17.054	17.612	17.988	18.73	20.109
1575	-0.4425	15.2792	0.08371	11.96	12.676	13.122	13.368	13.759	14.032	14.45	15.279	16.178	16.693	17.054	17.612	17.988	18.73	20.11
1576	-0.4433	15.2787	0.08372	11.96	12.675	13.122	13.367	13.758	14.032	14.45	15.279	16.178	16.692	17.054	17.611	17.988	18.73	20.111
1577	-0.4441	15.2783	0.08373	11.959	12.675	13.121	13.367	13.758	14.031	14.449	15.278	16.178	16.692	17.054	17.611	17.988	18.731	20.111
1578	-0.4449	15.2779	0.08375	11.959	12.674	13.12	13.366	13.757	14.031	14.449	15.278	16.177	16.692	17.054	17.612	17.988	18.731	20.113
1579	-0.4457	15.2775	0.08376	11.958	12.674	13.12	13.365	13.757	14.03	14.448	15.278	16.177	16.692	17.054	17.612	17.988	18.732	20.114
1580	-0.4465	15.277	0.08377	11.958	12.673	13.119	13.365	13.756	14.03	14.448	15.277	16.177	16.691	17.054	17.612	17.988	18.732	20.114
1581	-0.4474	15.2766	0.08378	11.957	12.673	13.119	13.364	13.756	14.029	14.447	15.277	16.176	16.691	17.053	17.612	17.988	18.732	20.115
1582	-0.4482	15.2762	0.08379	11.957	12.672	13.118	13.364	13.755	14.029	14.447	15.276	16.176	16.691	17.053	17.612	17.988	18.733	20.116
1583	-0.449	15.2758	0.08381	11.956	12.672	13.118	13.363	13.755	14.028	14.446	15.276	16.176	16.691	17.053	17.612	17.989	18.733	20.118
1584	-0.4498	15.2753	0.08382	11.956	12.671	13.117	13.363	13.754	14.027	14.446	15.275	16.176	16.691	17.053	17.612	17.989	18.734	20.118
1585	-0.4507	15.2749	0.08383	11.956	12.671	13.117	13.362	13.754	14.027	14.445	15.275	16.175	16.691	17.053	17.612	17.989	18.734	20.119
1586	-0.4515	15.2745	0.08384	11.955	12.67	13.116	13.362	13.753	14.027	14.445	15.275	16.175	16.69	17.053	17.612	17.989	18.734	20.12
1587	-0.4523	15.2741	0.08386	11.955	12.67	13.116	13.361	13.752	14.026	14.444	15.274	16.175	16.69	17.053	17.612	17.99	18.735	20.122
1588	-0.4532	15.2737	0.08387	11.954	12.669	13.115	13.361	13.752	14.025	14.444	15.274	16.175	16.69	17.053	17.612	17.99	18.735	20.123
1589	-0.454	15.2732	0.08388	11.954	12.669	13.115	13.36	13.751	14.025	14.443	15.273	16.174	16.69	17.053	17.612	17.99	18.736	20.123
1590	-0.4548	15.2728	0.08389	11.953	12.668	13.114	13.36	13.751	14.024	14.443	15.273	16.174	16.69	17.053	17.612	17.99	18.736	20.124
1591	-0.4557	15.2724	0.08391	11.953	12.668	13.114	13.359	13.75	14.024	14.442	15.272	16.174	16.69	17.053	17.612	17.99	18.737	20.126
1592	-0.4565	15.272	0.08392	11.952	12.667	13.113	13.359	13.75	14.023	14.442	15.272	16.173	16.689	17.053	17.612	17.99	18.737	20.126
1593	-0.4574	15.2716	0.08393	11.952	12.667	13.113	13.358	13.749	14.023	14.441	15.272	16.173	16.689	17.052	17.612	17.99	18.737	20.127
1594	-0.4582	15.2712	0.08394	11.952	12.666	13.112	13.358	13.749	14.022	14.441	15.271	16.173	16.689	17.052	17.612	17.991	18.738	20.128
1595	-0.459	15.2708	0.08395	11.951	12.666	13.112	13.357	13.748	14.022	14.441	15.271	16.173	16.689	17.052	17.612	17.991	18.738	20.129
1596	-0.4599	15.2703	0.08397	11.951	12.665	13.111	13.356	13.748	14.021	14.44	15.27	16.172	16.689	17.052	17.613	17.991	18.739	20.13
1597	-0.4607	15.2699	0.08398	11.95	12.665	13.111	13.356	13.747	14.021	14.439	15.27	16.172	16.688	17.052	17.613	17.991	18.739	20.131
1598	-0.4616	15.2695	0.08399	11.95	12.664	13.11	13.356	13.747	14.02	14.439	15.27	16.172	16.688	17.052	17.613	17.991	18.739	20.132
1599	-0.4624	15.2691	0.084	11.949	12.664	13.11	13.355	13.746	14.02	14.439	15.269	16.171	16.688	17.052	17.613	17.991	18.74	20.133
1600	-0.4633	15.2687	0.08402	11.949	12.663	13.109	13.354	13.746	14.019	14.438	15.269	16.171	16.688	17.052	17.613	17.992	18.741	20.135
1601	-0.4641	15.2683	0.08403	11.948	12.663	13.109	13.354	13.745	14.019	14.438	15.268	16.171	16.688	17.052	17.613	17.992	18.741	20.135
1602	-0.465	15.2679	0.08404	11.948	12.662	13.108	13.354	13.745	14.018	14.437	15.268	16.171	16.688	17.052	17.613	17.992	18.741	20.136
1603	-0.4659	15.2675	0.08405	11.948	12.662	13.108	13.353	13.744	14.018	14.437	15.268	16.17	16.687	17.051	17.613	17.992	18.742	20.137
1604	-0.4667	15.2671	0.08407	11.947	12.661	13.107	13.352	13.744	14.017	14.436	15.267	16.17	16.687	17.052	17.613	17.993	18.742	20.139
1605	-0.4676	15.2667	0.08408	11.947	12.661	13.107	13.352	13.743	14.017	14.436	15.267	16.17	16.687	17.051	17.613	17.993	18.743	20.14
1606	-0.4684	15.2662	0.08409	11.946	12.66	13.106	13.351	13.743	14.016	14.435	15.266	16.169	16.687	17.051	17.613	17.993	18.743	20.14
1607	-0.4693	15.2658	0.0841	11.946	12.66	13.106	13.351	13.742	14.016	14.435	15.266	16.169	16.687	17.051	17.613	17.993	18.743	20.141
1608	-0.4702	15.2654	0.08412	11.945	12.659	13.105	13.35	13.742	14.015	14.434	15.265	16.169	16.687	17.051	17.613	17.993	18.744	20.143
1609	-0.471	15.265	0.08413	11.945	12.659	13.104	13.35	13.741	14.015	14.434	15.265	16.169	16.686	17.051	17.613	17.993	18.744	20.144
1610	-0.4719	15.2646	0.08414	11.945	12.658	13.104	13.349	13.741	14.014	14.433	15.265	16.168	16.686	17.051	17.613	17.993	18.745	20.145
1611	-0.4728	15.2642	0.08415	11.944	12.658	13.104	13.349	13.74	14.014	14.433	15.264	16.168	16.686	17.051	17.613	17.994	18.745	20.146
1612	-0.4736	15.2638	0.08417	11.944	12.657	13.103	13.348	13.74	14.013	14.432	15.264	16.168	16.686	17.051	17.614	17.994	18.746	20.147
1613	-0.4745	15.2634	0.08418	11.943	12.657	13.102	13.348	13.739	14.013	14.432	15.263	16.168	16.686	17.051	17.614	17.994	18.746	20.148
1614	-0.4754	15.263	0.08419	11.943	12.656	13.102	13.347	13.739	14.012	14.431	15.263	16.167	16.686	17.051	17.614	17.994	18.747	20.149
1615	-0.4762	15.2626	0.0842	11.943	12.656	13.102	13.347	13.738	14.012	14.431	15.263	16.167	16.685	17.051	17.614	17.994	18.747	20.15
1616	-0.4771	15.2622	0.08422	11.942	12.655	13.101	13.346	13.738	14.011	14.43	15.262	16.167	16.685	17.051	17.614	17.995	18.748	20.151
1617	-0.478	15.2618	0.08423	11.942	12.655	13.1	13.346	13.737	14.011	14.43	15.262	16.167	16.685	17.051	17.614	17.995	18.748	20.152
1618	-0.4789	15.2614	0.08424	11.941	12.655	13.1	13.345	13.737	14.01	14.429	15.261	16.166	16.685	17.05	17.614	17.995	18.748	20.153
1619	-0.4798	15.261	0.08425	11.941	12.654	13.1	13.345	13.736	14.01	14.429	15.261	16.166	16.685	17.05	17.614	17.995	18.749	20.154
1620	-0.4806	15.2606	0.08427	11.94	12.653	13.099	13.344	13.736	14.009	14.428	15.261	16.166	16.685	17.05	17.614	17.996	18.75	20.156
1621	-0.4815	15.2602	0.08428	11.94	12.653	13.098	13.344	13.735	14.009	14.428	15.26	16.166	16.685	17.05	17.614	17.996	18.75	20.157
1622	-0.4824	15.2598	0.08429	11.94	12.653	13.098	13.343	13.735	14.008	14.427	15.26	16.165	16.684	17.05	17.614	17.996	18.75	20.158
1623	-0.4833	15.2594	0.08431	11.939	12.652	13.097	13.343	13.734	14.008	14.427	15.259	16.165	16.684	17.05	17.615	17.996	18.751	20.159
1624	-0.4842	15.259	0.08432	11.939	12.652	13.097	13.342	13.734	14.007	14.426	15.259	16.165	16.684	17.05	17.615	17.997	18.752	20.16
1625	-0.4851	15.2586	0.08433	11.938	12.651	13.096	13.342	13.733	14.007	14.426	15.259	16.165	16.684	17.05	17.615	17.997	18.752	20.161
1626	-0.486	15.2582	0.08434	11.938	12.651	13.096	13.341	13.733	14.006	14.426	15.258	16.164	16.684	17.05	17.615	17.997	18.752	20.162
1627	-0.4869	15.2579	0.08436	11.937	12.65	13.095	13.341	13.732	14.006	14.425	15.258	16.164	16.684	17.05	17.615	17.997	18.753	20.164
