Length	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
97.4	-0.3521	14.4785	0.08103	11.39	12.063	12.481	12.71	13.075	13.328	13.716	14.479	15.3	15.767	16.094	16.596	16.934	17.597	18.818
97.5	-0.3521	14.5038	0.08106	11.408	12.083	12.502	12.732	13.097	13.351	13.739	14.504	15.327	15.795	16.123	16.626	16.964	17.629	18.853
97.6	-0.3521	14.5292	0.08109	11.427	12.104	12.523	12.754	13.119	13.374	13.763	14.529	15.354	15.823	16.152	16.656	16.995	17.661	18.887
97.7	-0.3521	14.5547	0.08112	11.447	12.124	12.545	12.775	13.142	13.397	13.787	14.555	15.381	15.851	16.181	16.686	17.026	17.693	18.923
97.8	-0.3521	14.5802	0.08116	11.465	12.144	12.566	12.797	13.164	13.42	13.811	14.58	15.409	15.88	16.21	16.717	17.057	17.726	18.958
97.9	-0.3521	14.6058	0.08119	11.484	12.165	12.587	12.819	13.187	13.443	13.835	14.606	15.436	15.908	16.239	16.747	17.088	17.759	18.993
98	-0.3521	14.6316	0.08122	11.504	12.186	12.609	12.841	13.21	13.467	13.859	14.632	15.464	15.937	16.268	16.777	17.119	17.791	19.029
98.1	-0.3521	14.6574	0.08125	11.523	12.206	12.63	12.863	13.233	13.49	13.883	14.657	15.491	15.965	16.298	16.808	17.15	17.824	19.064
98.2	-0.3521	14.6832	0.08129	11.542	12.227	12.652	12.885	13.255	13.513	13.907	14.683	15.519	15.994	16.327	16.838	17.182	17.857	19.101
98.3	-0.3521	14.7092	0.08132	11.561	12.248	12.673	12.907	13.278	13.537	13.931	14.709	15.547	16.023	16.357	16.869	17.213	17.89	19.136
98.4	-0.3521	14.7353	0.08136	11.581	12.268	12.695	12.929	13.301	13.56	13.956	14.735	15.575	16.052	16.387	16.9	17.245	17.924	19.173
98.5	-0.3521	14.7614	0.08139	11.6	12.289	12.717	12.951	13.324	13.584	13.98	14.761	15.603	16.081	16.416	16.931	17.277	17.957	19.209
98.6	-0.3521	14.7877	0.08143	11.62	12.31	12.739	12.974	13.347	13.608	14.005	14.788	15.631	16.111	16.447	16.962	17.309	17.99	19.246
98.7	-0.3521	14.814	0.08146	11.639	12.331	12.76	12.996	13.37	13.631	14.029	14.814	15.659	16.14	16.476	16.993	17.341	18.024	19.282
98.8	-0.3521	14.8404	0.0815	11.659	12.352	12.782	13.018	13.394	13.655	14.054	14.84	15.687	16.169	16.507	17.025	17.373	18.058	19.319
98.9	-0.3521	14.8669	0.08154	11.678	12.373	12.804	13.041	13.417	13.679	14.079	14.867	15.716	16.199	16.537	17.056	17.406	18.092	19.356
99	-0.3521	14.8934	0.08157	11.698	12.394	12.826	13.063	13.44	13.703	14.104	14.893	15.744	16.228	16.567	17.088	17.438	18.125	19.392
99.1	-0.3521	14.9201	0.08161	11.718	12.415	12.848	13.086	13.464	13.727	14.128	14.92	15.773	16.258	16.598	17.12	17.47	18.16	19.43
99.2	-0.3521	14.9468	0.08165	11.737	12.436	12.871	13.109	13.487	13.751	14.153	14.947	15.802	16.288	16.628	17.151	17.503	18.194	19.467
99.3	-0.3521	14.9736	0.08169	11.757	12.458	12.893	13.131	13.511	13.775	14.178	14.974	15.83	16.318	16.659	17.183	17.536	18.228	19.505
99.4	-0.3521	15.0005	0.08173	11.777	12.479	12.915	13.154	13.534	13.799	14.203	15.001	15.859	16.348	16.69	17.215	17.569	18.263	19.543
99.5	-0.3521	15.0275	0.08177	11.797	12.5	12.937	13.177	13.558	13.824	14.229	15.028	15.888	16.378	16.721	17.248	17.602	18.298	19.58
99.6	-0.3521	15.0546	0.08181	11.817	12.522	12.96	13.2	13.582	13.848	14.254	15.055	15.917	16.408	16.752	17.28	17.635	18.333	19.618
99.7	-0.3521	15.0818	0.08185	11.837	12.543	12.982	13.223	13.606	13.872	14.279	15.082	15.946	16.438	16.783	17.312	17.668	18.368	19.656
99.8	-0.3521	15.109	0.08189	11.857	12.565	13.005	13.246	13.63	13.897	14.305	15.109	15.976	16.469	16.814	17.345	17.701	18.402	19.695
99.9	-0.3521	15.1363	0.08194	11.876	12.586	13.027	13.269	13.653	13.921	14.33	15.136	16.005	16.499	16.846	17.378	17.735	18.438	19.733
100	-0.3521	15.1637	0.08198	11.896	12.608	13.05	13.292	13.677	13.946	14.356	15.164	16.035	16.53	16.877	17.41	17.769	18.473	19.772
100.1	-0.3521	15.1912	0.08202	11.917	12.63	13.072	13.315	13.701	13.971	14.381	15.191	16.064	16.561	16.909	17.443	17.802	18.509	19.81
100.2	-0.3521	15.2187	0.08206	11.937	12.651	13.095	13.339	13.726	13.995	14.407	15.219	16.094	16.591	16.94	17.476	17.836	18.544	19.849
100.3	-0.3521	15.2463	0.08211	11.957	12.673	13.118	13.362	13.75	14.02	14.433	15.246	16.123	16.622	16.972	17.509	17.87	18.58	19.888
100.4	-0.3521	15.274	0.08215	11.977	12.695	13.141	13.385	13.774	14.045	14.458	15.274	16.153	16.653	17.004	17.542	17.904	18.616	19.927
100.5	-0.3521	15.3018	0.0822	11.997	12.717	13.163	13.408	13.798	14.07	14.484	15.302	16.183	16.684	17.036	17.575	17.938	18.652	19.967
100.6	-0.3521	15.3297	0.08224	12.018	12.739	13.186	13.432	13.823	14.095	14.51	15.33	16.213	16.715	17.068	17.609	17.972	18.688	20.006
100.7	-0.3521	15.3576	0.08229	12.038	12.76	13.209	13.455	13.847	14.12	14.536	15.358	16.243	16.747	17.1	17.642	18.007	18.724	20.046
100.8	-0.3521	15.3856	0.08233	12.059	12.783	13.232	13.479	13.871	14.145	14.562	15.386	16.273	16.778	17.132	17.676	18.041	18.76	20.085
100.9	-0.3521	15.4137	0.08238	12.079	12.805	13.255	13.503	13.896	14.17	14.588	15.414	16.303	16.81	17.164	17.709	18.076	18.797	20.125
101	-0.3521	15.4419	0.08243	12.099	12.827	13.278	13.526	13.921	14.195	14.615	15.442	16.334	16.841	17.197	17.743	18.111	18.833	20.165
101.1	-0.3521	15.4701	0.08247	12.12	12.849	13.302	13.55	13.945	14.221	14.641	15.47	16.364	16.873	17.229	17.777	18.145	18.87	20.205
101.2	-0.3521	15.4985	0.08252	12.14	12.871	13.325	13.574	13.97	14.246	14.667	15.499	16.395	16.905	17.262	17.811	18.18	18.907	20.245
101.3	-0.3521	15.5268	0.08257	12.161	12.893	13.348	13.598	13.995	14.271	14.694	15.527	16.425	16.936	17.295	17.845	18.215	18.943	20.286
101.4	-0.3521	15.5553	0.08262	12.181	12.915	13.371	13.622	14.019	14.297	14.72	15.555	16.456	16.968	17.328	17.88	18.251	18.981	20.327
101.5	-0.3521	15.5838	0.08267	12.202	12.938	13.395	13.645	14.044	14.322	14.747	15.584	16.487	17	17.361	17.914	18.286	19.018	20.367
101.6	-0.3521	15.6125	0.08272	12.223	12.96	13.418	13.67	14.069	14.348	14.773	15.613	16.518	17.033	17.394	17.948	18.321	19.055	20.408
101.7	-0.3521	15.6412	0.08277	12.244	12.983	13.442	13.694	14.094	14.374	14.8	15.641	16.548	17.065	17.427	17.983	18.357	19.093	20.449
101.8	-0.3521	15.6699	0.08281	12.265	13.005	13.465	13.718	14.119	14.399	14.827	15.67	16.579	17.097	17.46	18.017	18.392	19.129	20.49
101.9	-0.3521	15.6987	0.08287	12.285	13.027	13.489	13.742	14.144	14.425	14.853	15.699	16.61	17.129	17.493	18.052	18.428	19.168	20.531
102	-0.3521	15.7276	0.08292	12.306	13.05	13.512	13.766	14.169	14.451	14.88	15.728	16.642	17.162	17.527	18.087	18.464	19.205	20.573
102.1	-0.3521	15.7566	0.08297	12.327	13.073	13.536	13.79	14.195	14.477	14.907	15.757	16.673	17.194	17.56	18.122	18.5	19.243	20.614
102.2	-0.3521	15.7857	0.08302	12.348	13.095	13.56	13.815	14.22	14.503	14.934	15.786	16.704	17.227	17.594	18.157	18.536	19.281	20.656
102.3	-0.3521	15.8148	0.08307	12.369	13.118	13.583	13.839	14.245	14.529	14.961	15.815	16.736	17.26	17.627	18.192	18.572	19.319	20.697
102.4	-0.3521	15.844	0.08312	12.39	13.141	13.607	13.864	14.271	14.555	14.988	15.844	16.767	17.292	17.661	18.227	18.608	19.357	20.739
102.5	-0.3521	15.8732	0.08317	12.411	13.164	13.631	13.888	14.296	14.581	15.015	15.873	16.799	17.325	17.695	18.262	18.644	19.395	20.781
102.6	-0.3521	15.9026	0.08322	12.432	13.187	13.655	13.913	14.322	14.607	15.043	15.903	16.83	17.358	17.729	18.298	18.681	19.433	20.823
102.7	-0.3521	15.932	0.08328	12.453	13.209	13.679	13.937	14.347	14.633	15.07	15.932	16.862	17.392	17.763	18.333	18.717	19.472	20.866
102.8	-0.3521	15.9615	0.08333	12.474	13.232	13.703	13.962	14.373	14.66	15.097	15.962	16.894	17.425	17.797	18.369	18.754	19.511	20.908
102.9	-0.3521	15.991	0.08338	12.496	13.255	13.727	13.986	14.399	14.686	15.125	15.991	16.926	17.458	17.831	18.405	18.79	19.549	20.95
103	-0.3521	16.0206	0.08343	12.517	13.278	13.751	14.011	14.424	14.712	15.152	16.021	16.958	17.491	17.865	18.44	18.827	19.588	20.992
103.1	-0.3521	16.0503	0.08349	12.538	13.301	13.775	14.036	14.45	14.739	15.18	16.05	16.99	17.525	17.9	18.476	18.864	19.627	21.036
103.2	-0.3521	16.0801	0.08354	12.56	13.324	13.8	14.061	14.476	14.765	15.207	16.08	17.022	17.558	17.934	18.512	18.901	19.666	21.078
103.3	-0.3521	16.1099	0.08359	12.581	13.348	13.824	14.086	14.502	14.792	15.235	16.11	17.054	17.592	17.969	18.548	18.938	19.705	21.121
103.4	-0.3521	16.1398	0.08365	12.602	13.371	13.848	14.111	14.528	14.819	15.263	16.14	17.086	17.625	18.003	18.584	18.975	19.745	21.164
103.5	-0.3521	16.1697	0.0837	12.624	13.394	13.873	14.136	14.554	14.845	15.291	16.17	17.119	17.659	18.038	18.62	19.012	19.784	21.207
103.6	-0.3521	16.1997	0.08376	12.645	13.417	13.897	14.161	14.58	14.872	15.318	16.2	17.151	17.693	18.073	18.657	19.05	19.823	21.251
103.7	-0.3521	16.2298	0.08381	12.667	13.441	13.922	14.186	14.606	14.899	15.346	16.23	17.183	17.727	18.108	18.693	19.087	19.863	21.294
103.8	-0.3521	16.26	0.08386	12.689	13.464	13.946	14.211	14.632	14.926	15.374	16.26	17.216	17.761	18.143	18.73	19.125	19.902	21.337
103.9	-0.3521	16.2902	0.08392	12.71	13.487	13.971	14.236	14.658	14.953	15.402	16.29	17.249	17.795	18.178	18.766	19.163	19.942	21.381
104	-0.3521	16.3204	0.08397	12.732	13.511	13.995	14.261	14.685	14.98	15.43	16.32	17.281	17.829	18.213	18.803	19.2	19.981	21.424
104.1	-0.3521	16.3508	0.08403	12.753	13.534	14.02	14.287	14.711	15.007	15.458	16.351	17.314	17.863	18.248	18.84	19.238	20.022	21.469
104.2	-0.3521	16.3812	0.08408	12.775	13.558	14.045	14.312	14.737	15.034	15.487	16.381	17.347	17.897	18.283	18.876	19.276	20.061	21.512
104.3	-0.3521	16.4117	0.08414	12.797	13.581	14.069	14.337	14.764	15.061	15.515	16.412	17.38	17.932	18.319	18.914	19.314	20.102	21.557
104.4	-0.3521	16.4422	0.08419	12.819	13.605	14.094	14.363	14.79	15.088	15.543	16.442	17.413	17.966	18.354	18.95	19.352	20.142	21.6
104.5	-0.3521	16.4728	0.08425	12.841	13.629	14.119	14.388	14.817	15.115	15.572	16.473	17.446	18.001	18.39	18.988	19.39	20.182	21.645
104.6	-0.3521	16.5035	0.08431	12.862	13.652	14.144	14.414	14.843	15.143	15.6	16.504	17.479	18.035	18.425	19.025	19.428	20.223	21.69
104.7	-0.3521	16.5342	0.08436	12.884	13.676	14.169	14.439	14.87	15.17	15.628	16.534	17.512	18.07	18.461	19.062	19.467	20.263	21.734
104.8	-0.3521	16.565	0.08442	12.906	13.7	14.194	14.465	14.896	15.197	15.657	16.565	17.546	18.105	18.497	19.099	19.505	20.304	21.779
104.9	-0.3521	16.5959	0.08447	12.928	13.724	14.219	14.491	14.923	15.225	15.686	16.596	17.579	18.139	18.532	19.137	19.544	20.344	21.823
105	-0.3521	16.6268	0.08453	12.95	13.748	14.244	14.516	14.95	15.252	15.714	16.627	17.613	18.174	18.568	19.174	19.582	20.385	21.868
105.1	-0.3521	16.6579	0.08458	12.973	13.772	14.269	14.542	14.977	15.28	15.743	16.658	17.646	18.209	18.604	19.212	19.621	20.426	21.913
105.2	-0.3521	16.6889	0.08464	12.995	13.796	14.294	14.568	15.004	15.308	15.772	16.689	17.68	18.244	18.641	19.25	19.66	20.467	21.958
105.3	-0.3521	16.7201	0.0847	13.017	13.82	14.319	14.594	15.031	15.335	15.801	16.72	17.713	18.28	18.677	19.288	19.699	20.508	22.004
105.4	-0.3521	16.7513	0.08475	13.039	13.844	14.345	14.62	15.058	15.363	15.83	16.751	17.747	18.315	18.713	19.325	19.738	20.549	22.049
105.5	-0.3521	16.7826	0.08481	13.061	13.868	14.37	14.646	15.085	15.391	15.859	16.783	17.781	18.35	18.749	19.363	19.777	20.59	22.094
105.6	-0.3521	16.8139	0.08487	13.083	13.892	14.395	14.672	15.112	15.419	15.887	16.814	17.815	18.385	18.786	19.402	19.816	20.632	22.14
105.7	-0.3521	16.8454	0.08493	13.106	13.916	14.421	14.698	15.139	15.447	15.917	16.845	17.849	18.421	18.823	19.44	19.856	20.674	22.186
105.8	-0.3521	16.8769	0.08498	13.128	13.941	14.446	14.724	15.166	15.475	15.946	16.877	17.883	18.456	18.859	19.478	19.895	20.715	22.231
105.9	-0.3521	16.9084	0.08504	13.151	13.965	14.472	14.75	15.193	15.503	15.975	16.908	17.917	18.492	18.896	19.516	19.934	20.757	22.277
106	-0.3521	16.9401	0.0851	13.173	13.989	14.497	14.777	15.221	15.531	16.004	16.94	17.951	18.528	18.933	19.555	19.974	20.799	22.324
106.1	-0.3521	16.9718	0.08516	13.196	14.014	14.523	14.803	15.248	15.559	16.034	16.972	17.986	18.564	18.97	19.594	20.014	20.841	22.37
106.2	-0.3521	17.0036	0.08521	13.218	14.039	14.549	14.829	15.276	15.587	16.063	17.004	18.02	18.6	19.006	19.632	20.053	20.882	22.416
106.3	-0.3521	17.0355	0.08527	13.241	14.063	14.575	14.856	15.303	15.616	16.093	17.036	18.055	18.636	19.044	19.671	20.093	20.925	22.462
106.4	-0.3521	17.0674	0.08533	13.263	14.088	14.6	14.882	15.331	15.644	16.122	17.067	18.089	18.672	19.081	19.71	20.133	20.967	22.509
106.5	-0.3521	17.0995	0.08539	13.286	14.112	14.626	14.909	15.359	15.672	16.152	17.1	18.124	18.708	19.118	19.749	20.173	21.01	22.556
106.6	-0.3521	17.1316	0.08545	13.309	14.137	14.652	14.935	15.386	15.701	16.181	17.132	18.159	18.744	19.156	19.788	20.214	21.052	22.603
106.7	-0.3521	17.1637	0.08551	13.332	14.162	14.678	14.962	15.414	15.729	16.211	17.164	18.194	18.781	19.193	19.827	20.254	21.095	22.65
106.8	-0.3521	17.196	0.08557	13.354	14.186	14.704	14.989	15.442	15.758	16.241	17.196	18.229	18.817	19.231	19.866	20.295	21.138	22.697
106.9	-0.3521	17.2283	0.08562	13.378	14.211	14.73	15.016	15.47	15.787	16.271	17.228	18.263	18.854	19.268	19.906	20.335	21.18	22.744
107	-0.3521	17.2607	0.08568	13.4	14.236	14.757	15.043	15.498	15.816	16.301	17.261	18.298	18.89	19.306	19.945	20.375	21.223	22.791
107.1	-0.3521	17.2931	0.08574	13.423	14.261	14.783	15.069	15.526	15.844	16.331	17.293	18.334	18.927	19.344	19.985	20.416	21.266	22.839
107.2	-0.3521	17.3256	0.0858	13.446	14.286	14.809	15.096	15.554	15.873	16.361	17.326	18.369	18.964	19.382	20.024	20.457	21.309	22.886
107.3	-0.3521	17.3582	0.08586	13.469	14.311	14.835	15.123	15.582	15.902	16.391	17.358	18.404	19.001	19.42	20.064	20.498	21.353	22.934
107.4	-0.3521	17.3909	0.08592	13.492	14.336	14.862	15.15	15.61	15.931	16.421	17.391	18.44	19.038	19.458	20.104	20.539	21.396	22.982
107.5	-0.3521	17.4237	0.08599	13.515	14.361	14.888	15.177	15.638	15.96	16.451	17.424	18.475	19.075	19.496	20.144	20.581	21.44	23.031
107.6	-0.3521	17.4565	0.08605	13.538	14.386	14.914	15.204	15.666	15.989	16.482	17.457	18.511	19.112	19.535	20.184	20.622	21.484	23.079
107.7	-0.3521	17.4894	0.08611	13.561	14.411	14.941	15.232	15.695	16.018	16.512	17.489	18.546	19.149	19.573	20.224	20.663	21.528	23.127
107.8	-0.3521	17.5224	0.08617	13.585	14.437	14.967	15.259	15.723	16.047	16.543	17.522	18.582	19.187	19.611	20.265	20.705	21.571	23.175
107.9	-0.3521	17.5554	0.08623	13.608	14.462	14.994	15.286	15.752	16.077	16.573	17.555	18.618	19.224	19.65	20.305	20.746	21.615	23.224
108	-0.3521	17.5885	0.08629	13.631	14.487	15.021	15.314	15.78	16.106	16.604	17.589	18.654	19.262	19.689	20.345	20.788	21.659	23.272
108.1	-0.3521	17.6217	0.08635	13.655	14.513	15.047	15.341	15.809	16.135	16.634	17.622	18.69	19.299	19.727	20.386	20.829	21.703	23.321
108.2	-0.3521	17.655	0.08641	13.678	14.538	15.074	15.369	15.838	16.165	16.665	17.655	18.726	19.337	19.766	20.426	20.871	21.748	23.37
108.3	-0.3521	17.6884	0.08648	13.701	14.564	15.101	15.396	15.866	16.194	16.696	17.688	18.762	19.375	19.805	20.468	20.914	21.793	23.42
108.4	-0.3521	17.7218	0.08654	13.725	14.589	15.128	15.424	15.895	16.224	16.727	17.722	18.798	19.413	19.844	20.508	20.956	21.837	23.469
108.5	-0.3521	17.7553	0.0866	13.749	14.615	15.155	15.451	15.924	16.254	16.758	17.755	18.835	19.451	19.884	20.549	20.998	21.882	23.518
108.6	-0.3521	17.7889	0.08666	13.772	14.641	15.182	15.479	15.953	16.283	16.789	17.789	18.871	19.489	19.923	20.59	21.04	21.926	23.567
108.7	-0.3521	17.8226	0.08673	13.796	14.666	15.209	15.507	15.982	16.313	16.82	17.823	18.908	19.527	19.962	20.632	21.083	21.972	23.617
108.8	-0.3521	17.8564	0.08679	13.819	14.692	15.236	15.535	16.011	16.343	16.851	17.856	18.944	19.566	20.002	20.673	21.125	22.017	23.667
108.9	-0.3521	17.8903	0.08685	13.843	14.718	15.263	15.563	16.04	16.373	16.882	17.89	18.981	19.604	20.041	20.714	21.168	22.062	23.717
109	-0.3521	17.9242	0.08691	13.867	14.744	15.29	15.591	16.069	16.403	16.914	17.924	19.018	19.642	20.081	20.756	21.211	22.107	23.767
109.1	-0.3521	17.9583	0.08698	13.891	14.77	15.318	15.619	16.098	16.433	16.945	17.958	19.055	19.681	20.121	20.798	21.254	22.153	23.818
109.2	-0.3521	17.9924	0.08704	13.915	14.796	15.345	15.647	16.128	16.463	16.977	17.992	19.092	19.72	20.161	20.84	21.297	22.198	23.868
109.3	-0.3521	18.0267	0.0871	13.939	14.822	15.373	15.675	16.157	16.494	17.008	18.027	19.129	19.759	20.201	20.881	21.34	22.244	23.918
109.4	-0.3521	18.061	0.08717	13.963	14.848	15.4	15.703	16.187	16.524	17.04	18.061	19.167	19.798	20.241	20.924	21.384	22.29	23.969
109.5	-0.3521	18.0954	0.08723	13.987	14.875	15.428	15.732	16.216	16.555	17.072	18.095	19.204	19.837	20.281	20.966	21.427	22.336	24.02
109.6	-0.3521	18.1299	0.0873	14.011	14.901	15.455	15.76	16.246	16.585	17.103	18.13	19.241	19.876	20.322	21.008	21.471	22.383	24.071
109.7	-0.3521	18.1645	0.08736	14.035	14.927	15.483	15.789	16.276	16.616	17.135	18.165	19.279	19.915	20.362	21.051	21.514	22.429	24.122
109.8	-0.3521	18.1992	0.08742	14.06	14.954	15.511	15.817	16.305	16.646	17.167	18.199	19.317	19.955	20.403	21.093	21.558	22.475	24.173
109.9	-0.3521	18.234	0.08749	14.084	14.98	15.539	15.846	16.335	16.677	17.2	18.234	19.354	19.994	20.444	21.136	21.602	22.522	24.225
110	-0.3521	18.2689	0.08755	14.108	15.007	15.567	15.875	16.365	16.708	17.232	18.269	19.392	20.034	20.485	21.178	21.646	22.568	24.277
