Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
1492	1	50.2627	0.02915	45.735	46.854	47.507	47.853	48.385	48.744	49.274	50.263	51.251	51.781	52.14	52.673	53.018	53.671	54.79
1493	1	50.2643	0.02915	45.736	46.856	47.509	47.854	48.387	48.746	49.276	50.264	51.253	51.783	52.142	52.674	53.02	53.673	54.792
1494	1	50.2659	0.02915	45.738	46.857	47.51	47.856	48.388	48.747	49.278	50.266	51.254	51.785	52.144	52.676	53.022	53.675	54.794
1495	1	50.2675	0.02915	45.739	46.859	47.512	47.857	48.39	48.749	49.279	50.268	51.256	51.786	52.145	52.678	53.023	53.676	54.796
1496	1	50.2691	0.02915	45.741	46.86	47.513	47.859	48.391	48.75	49.281	50.269	51.257	51.788	52.147	52.679	53.025	53.678	54.797
1497	1	50.2707	0.02916	45.741	46.861	47.514	47.86	48.392	48.751	49.282	50.271	51.259	51.79	52.149	52.682	53.028	53.681	54.801
1498	1	50.2724	0.02916	45.742	46.862	47.515	47.861	48.394	48.753	49.284	50.272	51.261	51.792	52.151	52.684	53.03	53.683	54.803
1499	1	50.274	0.02916	45.744	46.864	47.517	47.863	48.395	48.755	49.285	50.274	51.263	51.793	52.153	52.685	53.031	53.684	54.804
1500	1	50.2756	0.02916	45.745	46.865	47.518	47.864	48.397	48.756	49.287	50.276	51.264	51.795	52.154	52.687	53.033	53.686	54.806
1501	1	50.2772	0.02916	45.747	46.867	47.52	47.866	48.398	48.758	49.288	50.277	51.266	51.797	52.156	52.689	53.035	53.688	54.808
1502	1	50.2788	0.02916	45.748	46.868	47.521	47.867	48.4	48.759	49.29	50.279	51.268	51.798	52.158	52.69	53.036	53.69	54.809
1503	1	50.2804	0.02916	45.75	46.87	47.523	47.869	48.401	48.761	49.291	50.28	51.269	51.8	52.159	52.692	53.038	53.691	54.811
1504	1	50.282	0.02916	45.751	46.871	47.524	47.87	48.403	48.762	49.293	50.282	51.271	51.802	52.161	52.694	53.04	53.693	54.813
1505	1	50.2836	0.02916	45.752	46.873	47.526	47.872	48.404	48.764	49.295	50.284	51.273	51.803	52.163	52.695	53.041	53.695	54.815
1506	1	50.2852	0.02916	45.754	46.874	47.527	47.873	48.406	48.765	49.296	50.285	51.274	51.805	52.164	52.697	53.043	53.696	54.816
1507	1	50.2868	0.02917	45.754	46.874	47.528	47.874	48.407	48.766	49.297	50.287	51.276	51.807	52.167	52.7	53.046	53.699	54.82
1508	1	50.2884	0.02917	45.755	46.876	47.529	47.876	48.408	48.768	49.299	50.288	51.278	51.809	52.168	52.701	53.047	53.701	54.822
1509	1	50.29	0.02917	45.757	46.877	47.531	47.877	48.41	48.77	49.301	50.29	51.279	51.81	52.17	52.703	53.049	53.703	54.823
1510	1	50.2916	0.02917	45.758	46.879	47.532	47.879	48.412	48.771	49.302	50.292	51.281	51.812	52.172	52.705	53.051	53.704	54.825
1511	1	50.2932	0.02917	45.76	46.88	47.534	47.88	48.413	48.773	49.304	50.293	51.283	51.814	52.173	52.706	53.052	53.706	54.827
1512	1	50.2948	0.02917	45.761	46.882	47.535	47.882	48.415	48.774	49.305	50.295	51.284	51.815	52.175	52.708	53.054	53.708	54.828
1513	1	50.2964	0.02917	45.763	46.883	47.537	47.883	48.416	48.776	49.307	50.296	51.286	51.817	52.177	52.71	53.056	53.709	54.83
1514	1	50.298	0.02917	45.764	46.885	47.539	47.885	48.418	48.777	49.308	50.298	51.288	51.819	52.178	52.711	53.057	53.711	54.832
1515	1	50.2996	0.02917	45.765	46.886	47.54	47.886	48.419	48.779	49.31	50.3	51.289	51.82	52.18	52.713	53.059	53.713	54.834
1516	1	50.3012	0.02917	45.767	46.888	47.542	47.888	48.421	48.78	49.312	50.301	51.291	51.822	52.182	52.715	53.061	53.715	54.835
1517	1	50.3028	0.02918	45.767	46.888	47.542	47.888	48.422	48.781	49.313	50.303	51.293	51.824	52.184	52.717	53.063	53.717	54.839
1518	1	50.3043	0.02918	45.768	46.89	47.544	47.89	48.423	48.783	49.314	50.304	51.294	51.826	52.185	52.719	53.065	53.719	54.84
1519	1	50.3059	0.02918	45.77	46.891	47.545	47.891	48.425	48.784	49.316	50.306	51.296	51.827	52.187	52.72	53.067	53.721	54.842
1520	1	50.3075	0.02918	45.771	46.892	47.547	47.893	48.426	48.786	49.317	50.308	51.298	51.829	52.189	52.722	53.068	53.723	54.844
1521	1	50.3091	0.02918	45.773	46.894	47.548	47.894	48.428	48.788	49.319	50.309	51.299	51.831	52.19	52.724	53.07	53.724	54.846
1522	1	50.3107	0.02918	45.774	46.895	47.55	47.896	48.429	48.789	49.321	50.311	51.301	51.832	52.192	52.725	53.072	53.726	54.847
1523	1	50.3122	0.02918	45.775	46.897	47.551	47.897	48.431	48.791	49.322	50.312	51.302	51.834	52.194	52.727	53.073	53.728	54.849
1524	1	50.3138	0.02918	45.777	46.898	47.553	47.899	48.432	48.792	49.324	50.314	51.304	51.835	52.195	52.729	53.075	53.729	54.851
1525	1	50.3154	0.02918	45.778	46.9	47.554	47.9	48.434	48.794	49.325	50.315	51.306	51.837	52.197	52.73	53.077	53.731	54.852
1526	1	50.317	0.02918	45.78	46.901	47.556	47.902	48.435	48.795	49.327	50.317	51.307	51.839	52.199	52.732	53.078	53.733	54.854
1527	1	50.3185	0.02919	45.78	46.902	47.556	47.903	48.436	48.796	49.328	50.319	51.309	51.841	52.201	52.734	53.081	53.735	54.857
1528	1	50.3201	0.02919	45.781	46.903	47.558	47.904	48.438	48.798	49.329	50.32	51.311	51.842	52.202	52.736	53.083	53.737	54.859
1529	1	50.3217	0.02919	45.782	46.905	47.559	47.906	48.439	48.799	49.331	50.322	51.312	51.844	52.204	52.738	53.084	53.739	54.861
1530	1	50.3232	0.02919	45.784	46.906	47.56	47.907	48.441	48.801	49.332	50.323	51.314	51.846	52.206	52.739	53.086	53.74	54.863
1531	1	50.3248	0.02919	45.785	46.907	47.562	47.909	48.442	48.802	49.334	50.325	51.316	51.847	52.207	52.741	53.088	53.742	54.864
1532	1	50.3264	0.02919	45.787	46.909	47.563	47.91	48.444	48.804	49.336	50.326	51.317	51.849	52.209	52.743	53.089	53.744	54.866
1533	1	50.3279	0.02919	45.788	46.91	47.565	47.911	48.445	48.805	49.337	50.328	51.319	51.85	52.211	52.744	53.091	53.745	54.868
1534	1	50.3295	0.02919	45.79	46.912	47.566	47.913	48.447	48.807	49.339	50.33	51.32	51.852	52.212	52.746	53.093	53.747	54.869
1535	1	50.3311	0.02919	45.791	46.913	47.568	47.915	48.448	48.808	49.34	50.331	51.322	51.854	52.214	52.748	53.094	53.749	54.871
1536	1	50.3326	0.02919	45.792	46.915	47.569	47.916	48.45	48.81	49.342	50.333	51.324	51.855	52.215	52.749	53.096	53.75	54.873
1537	1	50.3342	0.02919	45.794	46.916	47.571	47.917	48.451	48.811	49.343	50.334	51.325	51.857	52.217	52.751	53.098	53.752	54.875
1538	1	50.3357	0.0292	45.794	46.916	47.571	47.918	48.452	48.812	49.344	50.336	51.327	51.859	52.219	52.753	53.1	53.755	54.878
1539	1	50.3373	0.0292	45.795	46.918	47.573	47.92	48.454	48.814	49.346	50.337	51.329	51.861	52.221	52.755	53.102	53.757	54.879
1540	1	50.3388	0.0292	45.796	46.919	47.574	47.921	48.455	48.815	49.347	50.339	51.33	51.862	52.223	52.757	53.103	53.758	54.881
1541	1	50.3404	0.0292	45.798	46.921	47.576	47.923	48.457	48.817	49.349	50.34	51.332	51.864	52.224	52.758	53.105	53.76	54.883
1542	1	50.3419	0.0292	45.799	46.922	47.577	47.924	48.458	48.818	49.35	50.342	51.333	51.865	52.226	52.76	53.107	53.762	54.884
1543	1	50.3435	0.0292	45.801	46.924	47.579	47.926	48.46	48.82	49.352	50.344	51.335	51.867	52.227	52.761	53.108	53.763	54.886
1544	1	50.345	0.0292	45.802	46.925	47.58	47.927	48.461	48.821	49.353	50.345	51.337	51.869	52.229	52.763	53.11	53.765	54.888
1545	1	50.3466	0.0292	45.804	46.927	47.582	47.928	48.463	48.823	49.355	50.347	51.338	51.87	52.231	52.765	53.112	53.767	54.89
1546	1	50.3481	0.0292	45.805	46.928	47.583	47.93	48.464	48.824	49.356	50.348	51.34	51.872	52.232	52.766	53.113	53.768	54.891
1547	1	50.3497	0.0292	45.806	46.929	47.585	47.931	48.466	48.826	49.358	50.35	51.341	51.873	52.234	52.768	53.115	53.77	54.893
1548	1	50.3512	0.02921	45.806	46.93	47.585	47.932	48.466	48.827	49.359	50.351	51.343	51.876	52.236	52.77	53.117	53.773	54.896
1549	1	50.3527	0.02921	45.808	46.931	47.586	47.933	48.468	48.828	49.361	50.353	51.345	51.877	52.238	52.772	53.119	53.774	54.898
1550	1	50.3543	0.02921	45.809	46.933	47.588	47.935	48.469	48.83	49.362	50.354	51.346	51.879	52.239	52.774	53.121	53.776	54.9
1551	1	50.3558	0.02921	45.81	46.934	47.589	47.936	48.471	48.831	49.364	50.356	51.348	51.88	52.241	52.775	53.122	53.778	54.901
1552	1	50.3573	0.02921	45.812	46.935	47.591	47.938	48.472	48.833	49.365	50.357	51.349	51.882	52.242	52.777	53.124	53.779	54.903
1553	1	50.3589	0.02921	45.813	46.937	47.592	47.939	48.474	48.834	49.367	50.359	51.351	51.883	52.244	52.778	53.126	53.781	54.905
1554	1	50.3604	0.02921	45.815	46.938	47.594	47.941	48.475	48.836	49.368	50.36	51.353	51.885	52.246	52.78	53.127	53.783	54.906
1555	1	50.3619	0.02921	45.816	46.94	47.595	47.942	48.477	48.837	49.37	50.362	51.354	51.887	52.247	52.782	53.129	53.784	54.908
1556	1	50.3635	0.02921	45.817	46.941	47.597	47.944	48.478	48.839	49.371	50.364	51.356	51.888	52.249	52.783	53.13	53.786	54.91
1557	1	50.365	0.02921	45.819	46.943	47.598	47.945	48.48	48.84	49.373	50.365	51.357	51.89	52.25	52.785	53.132	53.787	54.911
1558	1	50.3665	0.02921	45.82	46.944	47.599	47.947	48.481	48.842	49.374	50.367	51.359	51.891	52.252	52.786	53.134	53.789	54.913
1559	1	50.3681	0.02922	45.82	46.944	47.6	47.947	48.482	48.843	49.375	50.368	51.361	51.893	52.254	52.789	53.136	53.792	54.916
1560	1	50.3696	0.02922	45.821	46.946	47.601	47.949	48.483	48.844	49.377	50.37	51.362	51.895	52.256	52.79	53.138	53.794	54.918
1561	1	50.3711	0.02922	45.823	46.947	47.603	47.95	48.485	48.846	49.378	50.371	51.364	51.897	52.257	52.792	53.139	53.795	54.919
1562	1	50.3726	0.02922	45.824	46.948	47.604	47.952	48.486	48.847	49.38	50.373	51.365	51.898	52.259	52.794	53.141	53.797	54.921
1563	1	50.3741	0.02922	45.825	46.95	47.606	47.953	48.488	48.849	49.381	50.374	51.367	51.9	52.26	52.795	53.142	53.798	54.923
1564	1	50.3757	0.02922	45.827	46.951	47.607	47.955	48.489	48.85	49.383	50.376	51.369	51.901	52.262	52.797	53.144	53.8	54.924
1565	1	50.3772	0.02922	45.828	46.953	47.609	47.956	48.491	48.852	49.384	50.377	51.37	51.903	52.264	52.798	53.146	53.802	54.926
1566	1	50.3787	0.02922	45.83	46.954	47.61	47.957	48.492	48.853	49.386	50.379	51.372	51.904	52.265	52.8	53.147	53.803	54.928
1567	1	50.3802	0.02922	45.831	46.956	47.611	47.959	48.494	48.854	49.387	50.38	51.373	51.906	52.267	52.802	53.149	53.805	54.929
1568	1	50.3817	0.02922	45.832	46.957	47.613	47.96	48.495	48.856	49.389	50.382	51.375	51.907	52.268	52.803	53.151	53.806	54.931
1569	1	50.3832	0.02923	45.832	46.957	47.613	47.961	48.496	48.857	49.39	50.383	51.377	51.91	52.271	52.806	53.153	53.809	54.934
1570	1	50.3848	0.02923	45.834	46.959	47.615	47.962	48.497	48.858	49.391	50.385	51.378	51.911	52.272	52.807	53.155	53.811	54.936
1571	1	50.3863	0.02923	45.835	46.96	47.616	47.964	48.499	48.86	49.393	50.386	51.38	51.913	52.274	52.809	53.156	53.813	54.938
1572	1	50.3878	0.02923	45.836	46.961	47.618	47.965	48.5	48.861	49.394	50.388	51.381	51.914	52.275	52.81	53.158	53.814	54.939
1573	1	50.3893	0.02923	45.838	46.963	47.619	47.967	48.502	48.863	49.396	50.389	51.383	51.916	52.277	52.812	53.159	53.816	54.941
1574	1	50.3908	0.02923	45.839	46.964	47.621	47.968	48.503	48.864	49.397	50.391	51.384	51.917	52.278	52.814	53.161	53.817	54.942
1575	1	50.3923	0.02923	45.84	46.966	47.622	47.969	48.505	48.866	49.399	50.392	51.386	51.919	52.28	52.815	53.163	53.819	54.944
1576	1	50.3938	0.02923	45.842	46.967	47.623	47.971	48.506	48.867	49.4	50.394	51.387	51.92	52.282	52.817	53.164	53.821	54.946
1577	1	50.3953	0.02923	45.843	46.968	47.625	47.972	48.508	48.869	49.402	50.395	51.389	51.922	52.283	52.818	53.166	53.822	54.947
1578	1	50.3968	0.02923	45.845	46.97	47.626	47.974	48.509	48.87	49.403	50.397	51.39	51.924	52.285	52.82	53.167	53.824	54.949
1579	1	50.3983	0.02923	45.846	46.971	47.628	47.975	48.51	48.871	49.405	50.398	51.392	51.925	52.286	52.821	53.169	53.825	54.951
1580	1	50.3998	0.02924	45.846	46.971	47.628	47.976	48.511	48.872	49.406	50.4	51.394	51.927	52.288	52.824	53.172	53.828	54.954
1581	1	50.4013	0.02924	45.847	46.973	47.63	47.977	48.513	48.874	49.407	50.401	51.395	51.929	52.29	52.825	53.173	53.83	54.955
1582	1	50.4028	0.02924	45.848	46.974	47.631	47.979	48.514	48.875	49.409	50.403	51.397	51.93	52.292	52.827	53.175	53.831	54.957
1583	1	50.4043	0.02924	45.85	46.976	47.632	47.98	48.516	48.877	49.41	50.404	51.398	51.932	52.293	52.829	53.176	53.833	54.959
1584	1	50.4058	0.02924	45.851	46.977	47.634	47.982	48.517	48.878	49.412	50.406	51.4	51.933	52.295	52.83	53.178	53.835	54.96
1585	1	50.4073	0.02924	45.853	46.978	47.635	47.983	48.518	48.88	49.413	50.407	51.401	51.935	52.296	52.832	53.179	53.836	54.962
1586	1	50.4088	0.02924	45.854	46.98	47.637	47.984	48.52	48.881	49.415	50.409	51.403	51.936	52.298	52.833	53.181	53.838	54.964
1587	1	50.4102	0.02924	45.855	46.981	47.638	47.986	48.521	48.883	49.416	50.41	51.404	51.938	52.299	52.835	53.182	53.839	54.965
1588	1	50.4117	0.02924	45.857	46.983	47.639	47.987	48.523	48.884	49.417	50.412	51.406	51.939	52.301	52.836	53.184	53.841	54.967
1589	1	50.4132	0.02924	45.858	46.984	47.641	47.989	48.524	48.885	49.419	50.413	51.407	51.941	52.302	52.838	53.186	53.842	54.968
1590	1	50.4147	0.02925	45.858	46.984	47.641	47.989	48.525	48.886	49.42	50.415	51.409	51.943	52.305	52.84	53.188	53.845	54.972
1591	1	50.4162	0.02925	45.859	46.986	47.643	47.991	48.526	48.888	49.422	50.416	51.411	51.945	52.306	52.842	53.19	53.847	54.973
1592	1	50.4177	0.02925	45.86	46.987	47.644	47.992	48.528	48.889	49.423	50.418	51.412	51.946	52.308	52.843	53.191	53.848	54.975
1593	1	50.4192	0.02925	45.862	46.988	47.645	47.993	48.529	48.891	49.424	50.419	51.414	51.948	52.309	52.845	53.193	53.85	54.977
1594	1	50.4206	0.02925	45.863	46.99	47.647	47.995	48.531	48.892	49.426	50.421	51.415	51.949	52.311	52.846	53.194	53.852	54.978
1595	1	50.4221	0.02925	45.864	46.991	47.648	47.996	48.532	48.894	49.427	50.422	51.417	51.951	52.312	52.848	53.196	53.853	54.98
1596	1	50.4236	0.02925	45.866	46.992	47.65	47.998	48.533	48.895	49.429	50.424	51.418	51.952	52.314	52.85	53.198	53.855	54.981
1597	1	50.4251	0.02925	45.867	46.994	47.651	47.999	48.535	48.896	49.43	50.425	51.42	51.954	52.315	52.851	53.199	53.856	54.983
1598	1	50.4265	0.02925	45.868	46.995	47.652	48	48.536	48.898	49.432	50.427	51.421	51.955	52.317	52.853	53.201	53.858	54.985
1599	1	50.428	0.02925	45.87	46.997	47.654	48.002	48.538	48.899	49.433	50.428	51.423	51.957	52.318	52.854	53.202	53.859	54.986
1600	1	50.4295	0.02925	45.871	46.998	47.655	48.003	48.539	48.901	49.435	50.43	51.424	51.958	52.32	52.856	53.204	53.861	54.988
1601	1	50.431	0.02926	45.871	46.998	47.656	48.004	48.54	48.902	49.436	50.431	51.426	51.96	52.322	52.858	53.206	53.864	54.991
1602	1	50.4324	0.02926	45.872	47	47.657	48.005	48.541	48.903	49.437	50.432	51.428	51.962	52.324	52.86	53.208	53.865	54.993
1603	1	50.4339	0.02926	45.874	47.001	47.658	48.007	48.543	48.904	49.439	50.434	51.429	51.963	52.325	52.861	53.209	53.867	54.994
1604	1	50.4354	0.02926	45.875	47.002	47.66	48.008	48.544	48.906	49.44	50.435	51.431	51.965	52.327	52.863	53.211	53.868	54.996
1605	1	50.4368	0.02926	45.876	47.004	47.661	48.009	48.546	48.907	49.441	50.437	51.432	51.966	52.328	52.864	53.212	53.87	54.997
1606	1	50.4383	0.02926	45.878	47.005	47.663	48.011	48.547	48.909	49.443	50.438	51.434	51.968	52.33	52.866	53.214	53.872	54.999
1607	1	50.4398	0.02926	45.879	47.006	47.664	48.012	48.548	48.91	49.444	50.44	51.435	51.969	52.331	52.867	53.216	53.873	55.001
1608	1	50.4412	0.02926	45.88	47.008	47.665	48.014	48.55	48.912	49.446	50.441	51.437	51.971	52.333	52.869	53.217	53.875	55.002
1609	1	50.4427	0.02926	45.882	47.009	47.667	48.015	48.551	48.913	49.447	50.443	51.438	51.972	52.334	52.87	53.219	53.876	55.004
1610	1	50.4442	0.02926	45.883	47.011	47.668	48.016	48.553	48.914	49.449	50.444	51.44	51.974	52.336	52.872	53.22	53.878	55.005
1611	1	50.4456	0.02926	45.884	47.012	47.669	48.018	48.554	48.916	49.45	50.446	51.441	51.975	52.337	52.873	53.222	53.879	55.007
1612	1	50.4471	0.02927	45.884	47.012	47.67	48.018	48.555	48.917	49.451	50.447	51.443	51.977	52.339	52.876	53.224	53.882	55.01
1613	1	50.4485	0.02927	45.885	47.013	47.671	48.02	48.556	48.918	49.453	50.449	51.444	51.979	52.341	52.877	53.226	53.884	55.012
1614	1	50.45	0.02927	45.887	47.015	47.673	48.021	48.558	48.92	49.454	50.45	51.446	51.98	52.342	52.879	53.227	53.885	55.013
1615	1	50.4514	0.02927	45.888	47.016	47.674	48.022	48.559	48.921	49.455	50.451	51.447	51.982	52.344	52.88	53.229	53.887	55.015
1616	1	50.4529	0.02927	45.889	47.017	47.675	48.024	48.56	48.922	49.457	50.453	51.449	51.983	52.345	52.882	53.23	53.888	55.016
1617	1	50.4543	0.02927	45.891	47.019	47.677	48.025	48.562	48.924	49.458	50.454	51.45	51.985	52.347	52.883	53.232	53.89	55.018
1618	1	50.4558	0.02927	45.892	47.02	47.678	48.027	48.563	48.925	49.46	50.456	51.452	51.986	52.348	52.885	53.233	53.891	55.02
1619	1	50.4573	0.02927	45.893	47.022	47.68	48.028	48.565	48.927	49.461	50.457	51.453	51.988	52.35	52.887	53.235	53.893	55.021
1620	1	50.4587	0.02927	45.895	47.023	47.681	48.029	48.566	48.928	49.463	50.459	51.455	51.989	52.351	52.888	53.236	53.895	55.023
1621	1	50.4601	0.02927	45.896	47.024	47.682	48.031	48.567	48.929	49.464	50.46	51.456	51.991	52.353	52.889	53.238	53.896	55.024
1622	1	50.4616	0.02927	45.897	47.026	47.684	48.032	48.569	48.931	49.465	50.462	51.458	51.992	52.354	52.891	53.24	53.898	55.026
1623	1	50.463	0.02928	45.897	47.026	47.684	48.033	48.569	48.932	49.466	50.463	51.46	51.994	52.357	52.893	53.242	53.9	55.029
1624	1	50.4645	0.02928	45.898	47.027	47.685	48.034	48.571	48.933	49.468	50.465	51.461	51.996	52.358	52.895	53.244	53.902	55.031
1625	1	50.4659	0.02928	45.9	47.028	47.687	48.035	48.572	48.934	49.469	50.466	51.463	51.997	52.36	52.896	53.245	53.903	55.032
1626	1	50.4674	0.02928	45.901	47.03	47.688	48.037	48.574	48.936	49.471	50.467	51.464	51.999	52.361	52.898	53.247	53.905	55.034
1627	1	50.4688	0.02928	45.902	47.031	47.69	48.038	48.575	48.937	49.472	50.469	51.466	52	52.363	52.899	53.248	53.907	55.035
1628	1	50.4702	0.02928	45.904	47.032	47.691	48.039	48.576	48.939	49.473	50.47	51.467	52.002	52.364	52.901	53.25	53.908	55.037
1629	1	50.4717	0.02928	45.905	47.034	47.692	48.041	48.578	48.94	49.475	50.472	51.468	52.003	52.366	52.902	53.251	53.91	55.038
1630	1	50.4731	0.02928	45.906	47.035	47.694	48.042	48.579	48.941	49.476	50.473	51.47	52.005	52.367	52.904	53.253	53.911	55.04
1631	1	50.4746	0.02928	45.908	47.036	47.695	48.044	48.581	48.943	49.478	50.475	51.471	52.006	52.369	52.906	53.254	53.913	55.042
1632	1	50.476	0.02928	45.909	47.038	47.696	48.045	48.582	48.944	49.479	50.476	51.473	52.008	52.37	52.907	53.256	53.914	55.043
1633	1	50.4774	0.02929	45.909	47.038	47.697	48.046	48.583	48.945	49.48	50.477	51.475	52.01	52.372	52.909	53.258	53.917	55.046
1634	1	50.4789	0.02929	45.91	47.039	47.698	48.047	48.584	48.947	49.482	50.479	51.476	52.011	52.374	52.911	53.26	53.918	55.048
1635	1	50.4803	0.02929	45.911	47.041	47.699	48.048	48.585	48.948	49.483	50.48	51.478	52.013	52.375	52.912	53.261	53.92	55.049
1636	1	50.4817	0.02929	45.912	47.042	47.701	48.05	48.587	48.949	49.484	50.482	51.479	52.014	52.377	52.914	53.263	53.921	55.051
1637	1	50.4832	0.02929	45.914	47.043	47.702	48.051	48.588	48.951	49.486	50.483	51.481	52.016	52.378	52.915	53.264	53.923	55.053
1638	1	50.4846	0.02929	45.915	47.045	47.703	48.052	48.59	48.952	49.487	50.485	51.482	52.017	52.38	52.917	53.266	53.925	55.054
1639	1	50.486	0.02929	45.916	47.046	47.705	48.054	48.591	48.953	49.489	50.486	51.483	52.019	52.381	52.918	53.267	53.926	55.056
1640	1	50.4874	0.02929	45.918	47.047	47.706	48.055	48.592	48.955	49.49	50.487	51.485	52.02	52.383	52.92	53.269	53.928	55.057
1641	1	50.4889	0.02929	45.919	47.049	47.708	48.056	48.594	48.956	49.491	50.489	51.486	52.022	52.384	52.921	53.27	53.929	55.059
1642	1	50.4903	0.02929	45.92	47.05	47.709	48.058	48.595	48.958	49.493	50.49	51.488	52.023	52.386	52.923	53.272	53.931	55.06
1643	1	50.4917	0.02929	45.922	47.051	47.71	48.059	48.596	48.959	49.494	50.492	51.489	52.024	52.387	52.924	53.273	53.932	55.062
1644	1	50.4931	0.0293	45.921	47.051	47.711	48.06	48.597	48.96	49.495	50.493	51.491	52.026	52.389	52.927	53.276	53.935	55.065
1645	1	50.4945	0.0293	45.923	47.053	47.712	48.061	48.598	48.961	49.497	50.495	51.492	52.028	52.391	52.928	53.277	53.936	55.066
1646	1	50.496	0.0293	45.924	47.054	47.713	48.062	48.6	48.963	49.498	50.496	51.494	52.029	52.392	52.93	53.279	53.938	55.068
1647	1	50.4974	0.0293	45.925	47.055	47.715	48.064	48.601	48.964	49.499	50.497	51.495	52.031	52.394	52.931	53.28	53.939	55.07
1648	1	50.4988	0.0293	45.926	47.057	47.716	48.065	48.603	48.965	49.501	50.499	51.497	52.032	52.395	52.933	53.282	53.941	55.071
1649	1	50.5002	0.0293	45.928	47.058	47.717	48.066	48.604	48.967	49.502	50.5	51.498	52.034	52.396	52.934	53.283	53.942	55.073
1650	1	50.5016	0.0293	45.929	47.059	47.719	48.068	48.605	48.968	49.504	50.502	51.5	52.035	52.398	52.935	53.285	53.944	55.074
1651	1	50.503	0.0293	45.93	47.061	47.72	48.069	48.607	48.969	49.505	50.503	51.501	52.037	52.399	52.937	53.286	53.945	55.076
1652	1	50.5045	0.0293	45.932	47.062	47.721	48.07	48.608	48.971	49.506	50.505	51.503	52.038	52.401	52.939	53.288	53.947	55.077
1653	1	50.5059	0.0293	45.933	47.063	47.723	48.072	48.609	48.972	49.508	50.506	51.504	52.04	52.402	52.94	53.289	53.948	55.079
1654	1	50.5073	0.0293	45.934	47.065	47.724	48.073	48.611	48.974	49.509	50.507	51.505	52.041	52.404	52.941	53.291	53.95	55.08
1655	1	50.5087	0.02931	45.934	47.065	47.724	48.074	48.611	48.974	49.51	50.509	51.507	52.043	52.406	52.944	53.293	53.953	55.084
1656	1	50.5101	0.02931	45.935	47.066	47.726	48.075	48.613	48.976	49.512	50.51	51.509	52.044	52.407	52.945	53.295	53.954	55.085
1657	1	50.5115	0.02931	45.936	47.067	47.727	48.076	48.614	48.977	49.513	50.512	51.51	52.046	52.409	52.947	53.296	53.956	55.087
1658	1	50.5129	0.02931	45.938	47.069	47.728	48.078	48.616	48.978	49.514	50.513	51.512	52.047	52.41	52.948	53.297	53.957	55.088
1659	1	50.5143	0.02931	45.939	47.07	47.73	48.079	48.617	48.98	49.516	50.514	51.513	52.049	52.412	52.95	53.299	53.959	55.09
1660	1	50.5157	0.02931	45.94	47.071	47.731	48.08	48.618	48.981	49.517	50.516	51.514	52.05	52.413	52.951	53.3	53.96	55.091
1661	1	50.5171	0.02931	45.942	47.073	47.732	48.082	48.62	48.982	49.518	50.517	51.516	52.052	52.415	52.953	53.302	53.962	55.093
1662	1	50.5185	0.02931	45.943	47.074	47.734	48.083	48.621	48.984	49.52	50.519	51.517	52.053	52.416	52.954	53.303	53.963	55.094
1663	1	50.5199	0.02931	45.944	47.075	47.735	48.084	48.622	48.985	49.521	50.52	51.519	52.055	52.418	52.955	53.305	53.965	55.096
1664	1	50.5213	0.02931	45.945	47.076	47.736	48.086	48.624	48.987	49.523	50.521	51.52	52.056	52.419	52.957	53.306	53.966	55.097
1665	1	50.5227	0.02931	45.947	47.078	47.738	48.087	48.625	48.988	49.524	50.523	51.521	52.057	52.42	52.958	53.308	53.968	55.099
1666	1	50.5241	0.02932	45.946	47.078	47.738	48.087	48.626	48.989	49.525	50.524	51.523	52.059	52.423	52.961	53.31	53.97	55.102
1667	1	50.5255	0.02932	45.948	47.079	47.739	48.089	48.627	48.99	49.526	50.526	51.525	52.061	52.424	52.962	53.312	53.972	55.103
1668	1	50.5269	0.02932	45.949	47.081	47.741	48.09	48.628	48.991	49.528	50.527	51.526	52.062	52.425	52.964	53.313	53.973	55.105
1669	1	50.5283	0.02932	45.95	47.082	47.742	48.091	48.63	48.993	49.529	50.528	51.528	52.064	52.427	52.965	53.315	53.975	55.106
1670	1	50.5297	0.02932	45.951	47.083	47.743	48.093	48.631	48.994	49.53	50.53	51.529	52.065	52.428	52.967	53.316	53.976	55.108
1671	1	50.5311	0.02932	45.953	47.084	47.745	48.094	48.632	48.996	49.532	50.531	51.53	52.067	52.43	52.968	53.318	53.978	55.11
1672	1	50.5325	0.02932	45.954	47.086	47.746	48.095	48.634	48.997	49.533	50.533	51.532	52.068	52.431	52.97	53.319	53.979	55.111
1673	1	50.5339	0.02932	45.955	47.087	47.747	48.097	48.635	48.998	49.535	50.534	51.533	52.07	52.433	52.971	53.321	53.981	55.113
1674	1	50.5353	0.02932	45.957	47.088	47.749	48.098	48.636	49	49.536	50.535	51.535	52.071	52.434	52.972	53.322	53.982	55.114
1675	1	50.5367	0.02932	45.958	47.09	47.75	48.099	48.638	49.001	49.537	50.537	51.536	52.072	52.436	52.974	53.324	53.984	55.116
1676	1	50.5381	0.02932	45.959	47.091	47.751	48.101	48.639	49.002	49.539	50.538	51.538	52.074	52.437	52.975	53.325	53.985	55.117
1677	1	50.5395	0.02933	45.959	47.091	47.752	48.101	48.64	49.003	49.54	50.54	51.539	52.076	52.439	52.978	53.327	53.988	55.12
