Length	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
97.3	-0.3833	14.3016	0.09006	10.978	11.691	12.137	12.383	12.774	13.048	13.468	14.302	15.208	15.728	16.094	16.658	17.039	17.792	19.195
97.4	-0.3833	14.3276	0.09008	10.998	11.712	12.159	12.405	12.797	13.072	13.492	14.328	15.236	15.757	16.123	16.689	17.071	17.826	19.232
97.5	-0.3833	14.3537	0.0901	11.017	11.733	12.18	12.427	12.82	13.095	13.517	14.354	15.264	15.786	16.153	16.72	17.102	17.859	19.268
97.6	-0.3833	14.3798	0.09012	11.037	11.754	12.202	12.449	12.843	13.119	13.541	14.38	15.292	15.815	16.183	16.751	17.134	17.892	19.304
97.7	-0.3833	14.4059	0.09015	11.056	11.774	12.224	12.471	12.866	13.142	13.566	14.406	15.32	15.844	16.213	16.782	17.166	17.926	19.341
97.8	-0.3833	14.4321	0.09017	11.075	11.795	12.245	12.493	12.889	13.166	13.59	14.432	15.348	15.873	16.243	16.813	17.198	17.96	19.378
97.9	-0.3833	14.4584	0.09019	11.095	11.816	12.267	12.516	12.912	13.19	13.615	14.458	15.376	15.902	16.273	16.844	17.23	17.993	19.415
98	-0.3833	14.4848	0.09021	11.114	11.837	12.289	12.538	12.936	13.214	13.639	14.485	15.405	15.932	16.303	16.876	17.262	18.027	19.451
98.1	-0.3833	14.5112	0.09023	11.134	11.858	12.311	12.561	12.959	13.237	13.664	14.511	15.433	15.961	16.333	16.907	17.295	18.061	19.488
98.2	-0.3833	14.5376	0.09026	11.153	11.879	12.333	12.583	12.982	13.261	13.689	14.538	15.461	15.991	16.364	16.939	17.327	18.095	19.526
98.3	-0.3833	14.5642	0.09028	11.173	11.9	12.355	12.606	13.005	13.285	13.713	14.564	15.49	16.02	16.394	16.97	17.36	18.129	19.563
98.4	-0.3833	14.5908	0.0903	11.193	11.922	12.377	12.628	13.029	13.309	13.738	14.591	15.518	16.05	16.424	17.002	17.392	18.163	19.6
98.5	-0.3833	14.6174	0.09033	11.212	11.943	12.399	12.651	13.052	13.333	13.763	14.617	15.547	16.08	16.455	17.034	17.425	18.198	19.638
98.6	-0.3833	14.6442	0.09035	11.232	11.964	12.421	12.673	13.076	13.357	13.788	14.644	15.576	16.109	16.485	17.065	17.457	18.232	19.675
98.7	-0.3833	14.671	0.09037	11.252	11.985	12.444	12.696	13.099	13.381	13.813	14.671	15.604	16.139	16.516	17.097	17.49	18.266	19.712
98.8	-0.3833	14.6979	0.0904	11.272	12.007	12.466	12.719	13.123	13.405	13.838	14.698	15.633	16.169	16.547	17.13	17.523	18.301	19.751
98.9	-0.3833	14.7248	0.09042	11.292	12.028	12.488	12.742	13.146	13.43	13.863	14.725	15.662	16.199	16.578	17.161	17.556	18.336	19.788
99	-0.3833	14.7519	0.09044	11.312	12.05	12.511	12.765	13.17	13.454	13.889	14.752	15.691	16.23	16.609	17.194	17.589	18.37	19.826
99.1	-0.3833	14.779	0.09047	11.332	12.071	12.533	12.788	13.194	13.478	13.914	14.779	15.72	16.26	16.64	17.226	17.622	18.405	19.864
99.2	-0.3833	14.8062	0.09049	11.352	12.093	12.556	12.811	13.218	13.503	13.939	14.806	15.749	16.29	16.671	17.258	17.655	18.44	19.902
99.3	-0.3833	14.8334	0.09052	11.372	12.114	12.578	12.834	13.242	13.527	13.965	14.833	15.779	16.321	16.702	17.291	17.689	18.476	19.941
99.4	-0.3833	14.8608	0.09054	11.392	12.136	12.601	12.857	13.266	13.552	13.99	14.861	15.808	16.351	16.734	17.324	17.722	18.511	19.979
99.5	-0.3833	14.8882	0.09057	11.412	12.158	12.623	12.88	13.29	13.577	14.016	14.888	15.838	16.382	16.765	17.356	17.756	18.546	20.018
99.6	-0.3833	14.9157	0.09059	11.433	12.179	12.646	12.904	13.314	13.601	14.041	14.916	15.867	16.412	16.797	17.389	17.79	18.581	20.056
99.7	-0.3833	14.9434	0.09062	11.453	12.201	12.669	12.927	13.338	13.626	14.067	14.943	15.897	16.443	16.828	17.422	17.824	18.617	20.096
99.8	-0.3833	14.9711	0.09064	11.474	12.223	12.692	12.951	13.363	13.651	14.093	14.971	15.927	16.474	16.86	17.455	17.857	18.653	20.134
99.9	-0.3833	14.9989	0.09067	11.494	12.245	12.715	12.974	13.387	13.676	14.119	14.999	15.956	16.505	16.892	17.489	17.892	18.689	20.174
100	-0.3833	15.0267	0.09069	11.515	12.267	12.738	12.998	13.412	13.701	14.145	15.027	15.986	16.536	16.924	17.522	17.926	18.724	20.213
100.1	-0.3833	15.0547	0.09072	11.535	12.29	12.761	13.021	13.436	13.726	14.171	15.055	16.016	16.568	16.956	17.555	17.96	18.761	20.252
100.2	-0.3833	15.0828	0.09075	11.556	12.312	12.784	13.045	13.461	13.752	14.197	15.083	16.047	16.599	16.988	17.589	17.995	18.797	20.292
100.3	-0.3833	15.1109	0.09077	11.577	12.334	12.808	13.069	13.485	13.777	14.224	15.111	16.077	16.63	17.02	17.622	18.029	18.833	20.332
100.4	-0.3833	15.1392	0.0908	11.597	12.356	12.831	13.093	13.51	13.802	14.25	15.139	16.107	16.662	17.053	17.656	18.064	18.87	20.372
100.5	-0.3833	15.1676	0.09083	11.618	12.379	12.854	13.117	13.535	13.828	14.276	15.168	16.138	16.694	17.086	17.69	18.099	18.907	20.412
100.6	-0.3833	15.196	0.09085	11.639	12.401	12.878	13.141	13.56	13.853	14.303	15.196	16.168	16.725	17.118	17.724	18.133	18.943	20.452
100.7	-0.3833	15.2246	0.09088	11.66	12.424	12.902	13.165	13.585	13.879	14.33	15.225	16.199	16.758	17.151	17.758	18.169	18.98	20.492
100.8	-0.3833	15.2532	0.09091	11.681	12.446	12.925	13.189	13.61	13.905	14.356	15.253	16.23	16.79	17.184	17.793	18.204	19.017	20.533
100.9	-0.3833	15.2819	0.09093	11.702	12.469	12.949	13.213	13.635	13.931	14.383	15.282	16.26	16.821	17.217	17.827	18.239	19.054	20.573
101	-0.3833	15.3108	0.09096	11.724	12.492	12.973	13.238	13.661	13.957	14.41	15.311	16.291	16.854	17.25	17.861	18.274	19.091	20.614
101.1	-0.3833	15.3397	0.09099	11.745	12.515	12.997	13.262	13.686	13.982	14.437	15.34	16.323	16.886	17.283	17.896	18.31	19.129	20.655
101.2	-0.3833	15.3687	0.09102	11.766	12.538	13.021	13.287	13.711	14.008	14.464	15.369	16.354	16.919	17.317	17.931	18.346	19.167	20.696
101.3	-0.3833	15.3979	0.09105	11.787	12.561	13.045	13.311	13.737	14.035	14.491	15.398	16.385	16.951	17.35	17.966	18.382	19.204	20.738
101.4	-0.3833	15.4271	0.09107	11.809	12.584	13.069	13.336	13.763	14.061	14.518	15.427	16.416	16.984	17.384	18	18.417	19.242	20.779
101.5	-0.3833	15.4564	0.0911	11.83	12.607	13.093	13.361	13.788	14.087	14.546	15.456	16.448	17.017	17.417	18.036	18.453	19.28	20.82
101.6	-0.3833	15.4858	0.09113	11.852	12.63	13.117	13.386	13.814	14.114	14.573	15.486	16.48	17.05	17.451	18.071	18.49	19.318	20.862
101.7	-0.3833	15.5154	0.09116	11.874	12.654	13.142	13.411	13.84	14.14	14.601	15.515	16.511	17.083	17.485	18.106	18.526	19.356	20.904
101.8	-0.3833	15.545	0.09119	11.895	12.677	13.166	13.435	13.866	14.167	14.628	15.545	16.543	17.116	17.519	18.142	18.563	19.395	20.946
101.9	-0.3833	15.5747	0.09122	11.917	12.7	13.19	13.461	13.892	14.193	14.656	15.575	16.575	17.149	17.553	18.177	18.599	19.433	20.988
102	-0.3833	15.6046	0.09125	11.939	12.724	13.215	13.486	13.918	14.22	14.684	15.605	16.607	17.183	17.588	18.213	18.636	19.472	21.031
102.1	-0.3833	15.6345	0.09128	11.961	12.747	13.24	13.511	13.944	14.247	14.711	15.635	16.64	17.216	17.622	18.249	18.673	19.511	21.073
102.2	-0.3833	15.6646	0.09131	11.983	12.771	13.264	13.536	13.97	14.274	14.74	15.665	16.672	17.25	17.657	18.285	18.71	19.55	21.116
102.3	-0.3833	15.6947	0.09133	12.005	12.795	13.289	13.562	13.997	14.301	14.768	15.695	16.704	17.283	17.691	18.321	18.747	19.588	21.158
102.4	-0.3833	15.725	0.09136	12.027	12.819	13.314	13.587	14.023	14.328	14.796	15.725	16.737	17.317	17.726	18.357	18.784	19.628	21.201
102.5	-0.3833	15.7553	0.09139	12.05	12.843	13.339	13.613	14.05	14.356	14.824	15.755	16.769	17.351	17.761	18.394	18.821	19.667	21.244
102.6	-0.3833	15.7858	0.09142	12.072	12.867	13.364	13.639	14.076	14.383	14.852	15.786	16.802	17.385	17.796	18.43	18.859	19.707	21.287
102.7	-0.3833	15.8164	0.09146	12.094	12.891	13.389	13.664	14.103	14.41	14.881	15.816	16.835	17.42	17.832	18.467	18.897	19.747	21.332
102.8	-0.3833	15.847	0.09149	12.116	12.915	13.415	13.69	14.13	14.438	14.909	15.847	16.868	17.454	17.867	18.504	18.935	19.787	21.375
102.9	-0.3833	15.8778	0.09152	12.139	12.939	13.44	13.716	14.157	14.465	14.938	15.878	16.901	17.489	17.902	18.541	18.973	19.827	21.419
103	-0.3833	15.9087	0.09155	12.161	12.963	13.465	13.742	14.184	14.493	14.967	15.909	16.935	17.523	17.938	18.578	19.011	19.867	21.463
103.1	-0.3833	15.9396	0.09158	12.184	12.988	13.491	13.768	14.211	14.521	14.996	15.94	16.968	17.558	17.973	18.615	19.049	19.907	21.507
103.2	-0.3833	15.9707	0.09161	12.207	13.012	13.516	13.794	14.238	14.549	15.025	15.971	17.001	17.593	18.009	18.652	19.087	19.947	21.551
103.3	-0.3833	16.0019	0.09164	12.23	13.037	13.542	13.821	14.265	14.577	15.054	16.002	17.035	17.627	18.045	18.69	19.125	19.988	21.595
103.4	-0.3833	16.0332	0.09167	12.252	13.062	13.568	13.847	14.293	14.605	15.083	16.033	17.069	17.663	18.081	18.727	19.164	20.028	21.64
103.5	-0.3833	16.0645	0.0917	12.275	13.086	13.594	13.873	14.32	14.633	15.112	16.064	17.102	17.698	18.117	18.765	19.203	20.069	21.684
103.6	-0.3833	16.096	0.09173	12.298	13.111	13.62	13.9	14.348	14.661	15.141	16.096	17.136	17.733	18.153	18.803	19.241	20.11	21.729
103.7	-0.3833	16.1276	0.09177	12.321	13.136	13.645	13.926	14.375	14.689	15.171	16.128	17.17	17.768	18.19	18.841	19.281	20.151	21.775
103.8	-0.3833	16.1593	0.0918	12.344	13.161	13.671	13.953	14.403	14.718	15.2	16.159	17.204	17.804	18.227	18.879	19.32	20.192	21.82
103.9	-0.3833	16.191	0.09183	12.368	13.186	13.698	13.98	14.431	14.746	15.23	16.191	17.238	17.839	18.263	18.917	19.359	20.233	21.865
104	-0.3833	16.2229	0.09186	12.391	13.211	13.724	14.007	14.458	14.775	15.259	16.223	17.273	17.875	18.3	18.955	19.398	20.275	21.91
104.1	-0.3833	16.2549	0.0919	12.414	13.236	13.75	14.034	14.486	14.803	15.289	16.255	17.307	17.911	18.337	18.994	19.438	20.317	21.957
104.2	-0.3833	16.287	0.09193	12.437	13.261	13.776	14.061	14.514	14.832	15.319	16.287	17.342	17.947	18.374	19.032	19.478	20.359	22.002
104.3	-0.3833	16.3191	0.09196	12.461	13.286	13.803	14.088	14.542	14.861	15.349	16.319	17.376	17.983	18.411	19.071	19.517	20.4	22.048
104.4	-0.3833	16.3514	0.09199	12.485	13.312	13.829	14.115	14.571	14.89	15.379	16.351	17.411	18.019	18.448	19.11	19.557	20.442	22.094
104.5	-0.3833	16.3837	0.09203	12.508	13.337	13.856	14.142	14.599	14.919	15.409	16.384	17.446	18.056	18.485	19.149	19.597	20.485	22.141
104.6	-0.3833	16.4162	0.09206	12.532	13.362	13.882	14.169	14.627	14.948	15.439	16.416	17.481	18.092	18.523	19.188	19.637	20.527	22.187
104.7	-0.3833	16.4488	0.09209	12.555	13.388	13.909	14.197	14.656	14.977	15.469	16.449	17.516	18.129	18.56	19.227	19.677	20.569	22.233
104.8	-0.3833	16.4814	0.09213	12.579	13.413	13.936	14.224	14.684	15.006	15.5	16.481	17.551	18.165	18.598	19.266	19.718	20.612	22.28
104.9	-0.3833	16.5142	0.09216	12.603	13.439	13.963	14.252	14.713	15.035	15.53	16.514	17.587	18.202	18.636	19.306	19.758	20.655	22.327
105	-0.3833	16.547	0.09219	12.627	13.465	13.99	14.279	14.741	15.065	15.561	16.547	17.622	18.239	18.674	19.345	19.799	20.697	22.374
105.1	-0.3833	16.58	0.09223	12.651	13.491	14.017	14.307	14.77	15.094	15.591	16.58	17.657	18.276	18.712	19.385	19.84	20.741	22.421
105.2	-0.3833	16.6131	0.09226	12.675	13.517	14.044	14.335	14.799	15.124	15.622	16.613	17.693	18.313	18.75	19.425	19.881	20.784	22.468
105.3	-0.3833	16.6462	0.09229	12.699	13.543	14.071	14.363	14.828	15.154	15.653	16.646	17.729	18.35	18.788	19.464	19.922	20.827	22.516
105.4	-0.3833	16.6795	0.09233	12.723	13.569	14.098	14.39	14.857	15.183	15.684	16.68	17.765	18.388	18.827	19.505	19.963	20.87	22.564
105.5	-0.3833	16.7129	0.09236	12.747	13.595	14.126	14.419	14.886	15.213	15.715	16.713	17.801	18.425	18.865	19.545	20.004	20.914	22.611
105.6	-0.3833	16.7464	0.0924	12.772	13.621	14.153	14.447	14.915	15.243	15.746	16.746	17.837	18.463	18.904	19.585	20.046	20.958	22.66
105.7	-0.3833	16.78	0.09243	12.796	13.648	14.181	14.475	14.945	15.273	15.777	16.78	17.873	18.5	18.943	19.626	20.087	21.001	22.708
105.8	-0.3833	16.8137	0.09247	12.82	13.674	14.208	14.503	14.974	15.303	15.809	16.814	17.909	18.538	18.982	19.666	20.129	21.046	22.756
105.9	-0.3833	16.8475	0.0925	12.845	13.7	14.236	14.532	15.003	15.334	15.84	16.848	17.946	18.576	19.021	19.707	20.171	21.09	22.804
106	-0.3833	16.8814	0.09254	12.869	13.727	14.264	14.56	15.033	15.364	15.872	16.881	17.982	18.614	19.06	19.748	20.213	21.134	22.853
106.1	-0.3833	16.9154	0.09257	12.894	13.754	14.292	14.589	15.063	15.394	15.903	16.915	18.019	18.652	19.099	19.789	20.255	21.178	22.902
106.2	-0.3833	16.9496	0.09261	12.919	13.78	14.32	14.617	15.092	15.425	15.935	16.95	18.056	18.691	19.139	19.83	20.298	21.223	22.951
106.3	-0.3833	16.9838	0.09264	12.944	13.807	14.348	14.646	15.122	15.456	15.967	16.984	18.093	18.729	19.178	19.871	20.34	21.268	23
106.4	-0.3833	17.0182	0.09268	12.969	13.834	14.376	14.675	15.152	15.486	15.999	17.018	18.13	18.768	19.218	19.913	20.383	21.313	23.05
106.5	-0.3833	17.0527	0.09271	12.994	13.861	14.404	14.704	15.182	15.517	16.031	17.053	18.167	18.807	19.258	19.954	20.425	21.358	23.099
106.6	-0.3833	17.0873	0.09275	13.019	13.888	14.432	14.733	15.212	15.548	16.063	17.087	18.204	18.846	19.298	19.996	20.468	21.403	23.149
106.7	-0.3833	17.122	0.09278	13.044	13.915	14.461	14.762	15.243	15.579	16.095	17.122	18.242	18.884	19.338	20.038	20.511	21.449	23.199
106.8	-0.3833	17.1569	0.09282	13.069	13.942	14.489	14.791	15.273	15.61	16.128	17.157	18.279	18.924	19.378	20.08	20.555	21.494	23.249
106.9	-0.3833	17.1918	0.09286	13.094	13.97	14.518	14.82	15.303	15.641	16.16	17.192	18.317	18.963	19.419	20.122	20.598	21.54	23.3
107	-0.3833	17.2269	0.09289	13.12	13.997	14.547	14.85	15.334	15.673	16.193	17.227	18.355	19.002	19.459	20.164	20.642	21.586	23.35
107.1	-0.3833	17.262	0.09293	13.145	14.025	14.575	14.879	15.364	15.704	16.225	17.262	18.393	19.042	19.5	20.207	20.685	21.632	23.4
107.2	-0.3833	17.2973	0.09296	13.171	14.052	14.604	14.909	15.395	15.736	16.258	17.297	18.431	19.082	19.54	20.249	20.729	21.678	23.451
107.3	-0.3833	17.3327	0.093	13.197	14.08	14.633	14.938	15.426	15.767	16.291	17.333	18.469	19.121	19.582	20.292	20.773	21.725	23.502
107.4	-0.3833	17.3683	0.09304	13.222	14.108	14.662	14.968	15.457	15.799	16.324	17.368	18.507	19.162	19.623	20.335	20.817	21.771	23.553
107.5	-0.3833	17.4039	0.09307	13.248	14.136	14.692	14.998	15.488	15.831	16.357	17.404	18.546	19.201	19.664	20.378	20.861	21.818	23.604
107.6	-0.3833	17.4397	0.09311	13.274	14.163	14.721	15.028	15.519	15.863	16.39	17.44	18.584	19.242	19.705	20.421	20.906	21.865	23.656
107.7	-0.3833	17.4755	0.09315	13.3	14.191	14.75	15.058	15.55	15.895	16.424	17.476	18.623	19.282	19.747	20.465	20.95	21.912	23.708
107.8	-0.3833	17.5115	0.09318	13.326	14.22	14.779	15.088	15.582	15.927	16.457	17.512	18.662	19.322	19.788	20.508	20.995	21.959	23.759
107.9	-0.3833	17.5476	0.09322	13.352	14.248	14.809	15.119	15.613	15.959	16.491	17.548	18.701	19.363	19.83	20.552	21.04	22.006	23.812
108	-0.3833	17.5839	0.09326	13.378	14.276	14.839	15.149	15.645	15.992	16.524	17.584	18.74	19.404	19.872	20.596	21.085	22.054	23.864
108.1	-0.3833	17.6202	0.09329	13.405	14.305	14.868	15.179	15.676	16.024	16.558	17.62	18.779	19.445	19.914	20.639	21.13	22.101	23.916
108.2	-0.3833	17.6567	0.09333	13.431	14.333	14.898	15.21	15.708	16.057	16.592	17.657	18.818	19.486	19.956	20.683	21.175	22.149	23.969
108.3	-0.3833	17.6932	0.09337	13.457	14.361	14.928	15.24	15.74	16.089	16.626	17.693	18.858	19.527	19.999	20.728	21.221	22.197	24.022
108.4	-0.3833	17.7299	0.09341	13.484	14.39	14.958	15.271	15.772	16.122	16.66	17.73	18.898	19.568	20.041	20.772	21.266	22.246	24.075
108.5	-0.3833	17.7668	0.09344	13.511	14.419	14.988	15.302	15.804	16.155	16.694	17.767	18.937	19.61	20.084	20.816	21.312	22.294	24.127
108.6	-0.3833	17.8037	0.09348	13.537	14.448	15.018	15.333	15.836	16.188	16.728	17.804	18.977	19.651	20.127	20.861	21.358	22.342	24.181
108.7	-0.3833	17.8407	0.09352	13.564	14.476	15.048	15.364	15.868	16.221	16.763	17.841	19.017	19.693	20.17	20.906	21.404	22.391	24.235
108.8	-0.3833	17.8779	0.09356	13.59	14.505	15.079	15.395	15.9	16.254	16.797	17.878	19.057	19.735	20.213	20.951	21.45	22.44	24.288
108.9	-0.3833	17.9152	0.09359	13.618	14.535	15.109	15.426	15.933	16.288	16.832	17.915	19.097	19.777	20.256	20.996	21.497	22.488	24.342
109	-0.3833	17.9526	0.09363	13.645	14.564	15.14	15.458	15.965	16.321	16.867	17.953	19.138	19.819	20.299	21.041	21.543	22.538	24.396
109.1	-0.3833	17.9901	0.09367	13.672	14.593	15.17	15.489	15.998	16.354	16.901	17.99	19.178	19.861	20.343	21.086	21.59	22.587	24.45
109.2	-0.3833	18.0277	0.09371	13.699	14.622	15.201	15.52	16.031	16.388	16.936	18.028	19.219	19.903	20.386	21.132	21.637	22.636	24.505
109.3	-0.3833	18.0654	0.09375	13.726	14.651	15.232	15.552	16.063	16.422	16.971	18.065	19.26	19.946	20.43	21.178	21.684	22.686	24.559
109.4	-0.3833	18.1033	0.09378	13.753	14.681	15.263	15.584	16.096	16.456	17.006	18.103	19.3	19.988	20.474	21.223	21.731	22.735	24.613
109.5	-0.3833	18.1412	0.09382	13.781	14.711	15.294	15.615	16.129	16.489	17.042	18.141	19.341	20.031	20.518	21.269	21.778	22.785	24.668
109.6	-0.3833	18.1792	0.09386	13.808	14.74	15.325	15.647	16.162	16.523	17.077	18.179	19.382	20.074	20.562	21.315	21.825	22.835	24.724
109.7	-0.3833	18.2174	0.0939	13.835	14.77	15.356	15.679	16.195	16.557	17.112	18.217	19.424	20.117	20.606	21.361	21.873	22.886	24.779
109.8	-0.3833	18.2556	0.09394	13.863	14.8	15.387	15.711	16.229	16.591	17.148	18.256	19.465	20.16	20.65	21.408	21.92	22.936	24.834
109.9	-0.3833	18.294	0.09397	13.891	14.83	15.418	15.743	16.262	16.626	17.183	18.294	19.506	20.203	20.695	21.454	21.968	22.986	24.889
110	-0.3833	18.3324	0.09401	13.919	14.86	15.45	15.775	16.296	16.66	17.219	18.332	19.548	20.246	20.739	21.5	22.016	23.037	24.945
